NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ALLIANZ,DE0008404005,74237.31,84627.55,79363.18,57405.23,18372.3,48567.76,48440.21,65350.02,95727.96,81749.4,31528.27,52313.6,64421.59,55841.65,61483.72,81798.54,76358.69,69010.36,79155.06,104282.21,94013.0,96751.13,100240.85,95773.76,91894.48,104654.02
MUENCHENER RUCK.,DE0008430026,35705.81,50402.45,55196.96,40816.4,15386.14,26887.05,27967.48,31172.93,38867.36,39487.51,25588.15,30523.54,31338.86,26462.61,31595.21,38793.21,35558.91,33132.49,30324.51,35058.66,35448.06,39891.59,41425.72,39931.94,47125.14,63604.49
NORDEX,DE000A0D6554,,,,321.07,45.5,65.94,35.01,612.95,2197.33,2606.34,683.54,826.52,607.45,492.09,377.77,1208.88,1664.26,2373.06,1389.0,1155.88,1210.62,1293.58,3182.14,2499.61,3143.48,2449.89
MTU AERO ENGINES HLDG.,DE000A0D9PT0,,,,,,,,1844.16,3027.73,2950.72,1353.21,2617.98,3463.67,4020.05,4793.09,4342.09,4909.18,4721.46,6466.33,8785.28,11434.72,13464.47,12755.99,12643.67,13091.2,12633.68
HAMB.HAFEN UD.LOGISTIK,DE000A0S8488,,,,,,,,,,5442.1,1637.19,2572.26,3163.11,2441.11,1665.83,1872.76,1550.13,975.51,1351.14,1769.59,1572.98,1537.43,1845.07,1458.92,955.5,1314.13
AIXTRON,DE000A0WMPJ6,1169.21,3404.18,2234.65,1154.14,167.43,525.75,308.68,334.67,654.0,1240.17,390.56,2963.41,4143.84,1768.05,1250.06,1797.79,936.13,391.06,386.52,2061.85,1094.89,1216.2,2589.34,2420.73,3015.75,4053.89
ADIDAS,DE000A1EWWW0,4341.47,2215.06,3069.36,2923.49,3425.69,5001.53,6738.66,10075.64,10135.11,13286.31,5943.93,10381.82,13358.96,16573.89,18896.88,24123.29,16227.17,22563.69,33615.19,46786.03,48669.55,56693.62,70475.62,46565.98,25880.82,36788.19
BASF,DE000BASF111,21273.31,27353.48,26762.44,23051.36,20681.67,29380.75,40217.56,38890.17,52855.64,63358.7,26400.5,51562.65,74791.07,80052.89,86951.53,105165.38,89097.46,61369.36,84852.85,101015.92,70533.7,56384.72,75633.26,62666.61,45702.98,45060.77
BAYER,DE000BAY0017,25858.24,30596.96,34814.08,22113.06,9181.95,20544.31,25633.38,29828.27,45227.5,61731.69,37325.67,54961.9,62437.79,62233.49,78800.98,113413.34,122121.92,88511.12,91130.02,100378.44,70745.9,73759.96,60364.11,58257.22,61048.34,30506.06
COMMERZBANK,DE000CBK1001,13040.7,17644.82,14282.59,8662.3,3329.35,11568.11,13303.38,24533.27,28422.25,20489.04,3163.15,8817.43,11355.09,13376.03,10806.43,20344.47,15281.28,10126.35,9400.38,19570.28,9697.03,7772.5,8315.22,11509.34,14046.29,14481.22
E ON N,DE000ENAG999,26827.03,23672.65,38884.82,33697.81,27481.26,45952.95,61654.73,77780.98,98343.56,126014.05,52302.39,71357.73,65252.98,45659.73,33119.91,37684.74,31650.54,18628.6,15138.25,23431.9,24560.93,31172.72,27232.72,35294.23,28872.92,33678.44
K S N,DE000KSAG888,672.43,638.69,732.76,912.89,827.01,1377.08,2366.69,3029.15,4834.96,12903.79,7626.27,11637.08,14617.22,9994.97,8889.43,6404.35,6151.24,3945.62,4374.97,5289.09,3663.18,1649.15,2146.7,4692.36,4537.56,2477.99
PROSIEBENSAT 1 MEDIA,DE000PSM7770,883.77,2620.82,2583.08,694.46,598.16,1993.9,2113.73,2615.1,3998.1,2477.92,198.07,1596.79,3353.94,2754.2,3559.67,10017.41,10679.73,11211.2,9254.42,9298.68,4104.73,2808.84,4802.32,3263.57,2334.77,1504.92
CARLSBERG B,DK0010181759,1332.5,926.18,1333.8,1178.82,880.28,1408.59,2184.89,2645.35,4408.84,4759.65,4154.79,9199.33,12655.99,9641.05,12159.17,12495.37,9898.91,10384.59,10409.1,14714.81,14688.46,16260.94,18122.65,17287.31,15096.1,14405.32
ROCKWOOL B,DK0010219153,269.46,241.34,159.49,123.83,125.45,333.83,577.5,902.18,1667.34,1597.49,482.2,871.66,1251.91,1103.88,1310.0,2178.19,1197.29,1534.24,1794.66,3221.39,2682.14,2568.39,3917.66,3887.05,2615.04,3506.39
FLSMIDTH AND B,DK0010234467,835.33,686.67,536.27,392.53,310.75,494.5,888.73,1386.86,3750.73,5155.76,1265.58,3394.73,4678.94,4348.03,3624.52,2814.94,2334.67,1887.92,2491.14,3562.32,2537.14,1776.73,2171.72,1709.19,2232.87,2705.79
A P MOLLER MAERSK B,DK0010244508,3359.6,5882.2,4909.64,3741.04,3646.92,18390.08,20609.57,20492.32,24157.35,22858.99,10645.74,16849.33,21335.56,18113.82,17493.66,26607.27,25153.72,13655.74,16162.29,16809.89,13541.59,10752.95,20385.57,28926.75,18923.75,10811.96
GN STORE NORD,DK0010272632,1229.55,2760.51,3321.37,1007.07,565.14,1615.36,2356.78,3059.51,3163.36,1043.95,388.69,1130.89,2045.75,2239.0,3457.06,4260.24,3939.36,3223.74,3514.37,5226.65,6356.08,8068.52,12029.38,6913.29,2956.05,3646.99
DANSKE BANK,DK0010274414,5860.99,5035.58,12676.68,10909.82,11431.99,16902.44,20435.75,22773.3,33277.11,26607.96,4700.13,15952.88,16479.48,16186.72,18638.24,26324.07,26723.03,27744.41,32893.61,38665.58,17089.8,14167.73,16001.71,14956.67,19578.36,24400.41
NKT,DK0010287663,588.66,365.91,1214.24,279.09,254.24,525.0,779.5,1278.51,2042.98,1802.43,478.99,1311.25,1317.43,1001.43,854.38,1537.91,1362.45,1236.72,1922.83,1068.1,481.08,646.15,1686.42,1762.5,2063.16,4019.76
JYSKE BANK,DK0010307958,757.47,753.51,747.25,707.97,1054.18,1869.02,2314.17,3272.75,5066.81,3873.32,1007.35,2261.14,2807.76,2246.79,2344.43,4257.25,4173.91,4172.01,4852.08,5264.5,3200.47,2819.45,3154.13,3834.9,5215.36,4887.94
SYDBANK,DK0010311471,349.96,308.99,342.51,401.53,544.8,1088.76,1428.1,2043.62,3809.61,2452.26,814.43,1831.19,1927.6,1434.43,1497.03,2005.85,2344.17,2036.98,2473.1,2796.02,1539.05,1302.13,1371.55,1996.51,2898.93,2615.64
DSV,DK0060079531,227.18,297.57,508.27,480.53,361.85,916.22,1633.97,2825.86,3574.7,3982.01,1594.61,3261.72,4693.17,4403.35,4624.37,5637.41,5744.97,7931.45,9246.27,15141.25,15643.29,24256.36,42499.12,43791.64,39728.33,34910.72
NOVOZYMES B,DK0060336014,,,1728.51,1499.14,1572.72,2625.36,3047.75,3525.22,4802.6,5078.93,4103.85,5580.68,7647.25,8265.77,9340.24,12372.41,12954.39,11160.43,9763.72,13243.5,11305.54,12413.67,14374.61,14307.19,10942.13,23524.72
COLOPLAST B,DK0060448595,1180.06,919.0,1095.78,1541.47,1370.71,2146.02,2329.49,2956.27,3887.39,3669.23,2895.35,4714.18,5824.28,6783.73,10539.52,16796.46,16019.34,15548.06,13962.16,17252.42,19296.62,26858.1,30341.99,28369.9,22594.34,28109.93
TOPDANMARK DEAD - DELIST.21/10/24,DK0060477503,763.64,641.15,887.17,706.54,809.56,1322.4,1575.88,2097.19,3694.45,2787.37,1736.26,2032.08,2391.24,2497.8,3129.06,3434.1,3837.97,2448.41,2389.23,4458.66,4452.73,4033.64,4257.43,5208.76,4754.0,4045.95
TRYG,DK0060636678,,,,,,,,3797.36,5647.27,5232.69,3572.81,4177.99,3330.06,3329.43,4795.6,5878.98,7459.76,5326.97,5189.79,7389.57,8283.88,8598.69,9568.13,14853.54,14527.39,13446.96
DEMANT,DK0060738599,966.4,2003.69,3687.81,1707.42,1302.51,2343.15,3482.39,3880.66,5415.51,4382.56,1947.37,4216.08,4866.13,5270.76,4653.64,5567.62,4472.2,4755.14,5352.76,9359.19,7610.61,7651.1,9975.35,9677.38,6821.87,12094.97
ATRESMEDIA CORP,ES0109427734,,,,,,2552.88,4319.66,5760.5,4886.98,3040.45,890.97,2106.14,2081.0,1315.94,1335.68,3986.52,3429.44,2301.28,2581.42,2388.07,1151.22,731.88,945.3,951.96,840.92,897.52
EBRO FOODS,ES0112501012,1355.59,901.6,1195.35,1304.7,1195.52,1834.46,2644.35,2821.54,3657.59,2894.33,1753.87,3038.54,3252.33,3164.2,2921.66,3306.74,2901.13,3148.15,3146.72,3864.3,3280.36,2930.66,3331.9,2889.68,2608.06,2484.48
BBV.ARGENTARIA,ES0113211835,30260.91,45035.17,46661.52,35623.24,25797.12,45902.08,58588.87,68941.85,90516.59,78813.18,28959.36,48848.81,55375.44,44716.48,51693.49,71856.24,62192.99,40126.52,42155.37,57014.36,39754.07,34351.67,37255.22,40755.02,44673.36,59904.63
BANKINTER 'R',ES0113679I37,2667.53,5148.23,2702.74,2024.24,1909.27,3145.22,4083.44,4938.44,6225.52,6046.54,3570.93,3873.61,3112.58,3191.12,3125.14,7259.44,7132.02,5909.73,6868.62,10074.76,7146.77,5660.66,5992.16,5296.87,6081.15,5706.16
BANCO DE SABADELL,ES0113860A34,,,,2888.96,2945.59,6070.91,7830.0,9079.94,14939.18,11184.46,5033.87,5817.13,6009.97,5244.02,6395.48,13164.93,11057.35,8582.21,8221.01,12016.37,6104.99,5059.86,2845.45,5162.39,7034.77,7169.8
BANCO SANTANDER,ES0113900J37,23257.58,39024.97,46379.53,36663.69,28199.17,54304.94,77872.62,90786.51,120009.58,114483.68,53449.03,107238.38,103713.6,76779.35,77413.91,104045.3,102481.76,58136.66,77816.03,112833.5,77152.67,64018.13,60988.33,60814.04,61607.7,65610.43
NATURGY ENERGY,ES0116870314,14837.88,8809.78,7658.01,7663.85,8838.06,11049.83,13188.16,13765.04,19637.38,27174.95,8643.85,16944.88,15618.6,16868.85,19263.2,25629.35,23967.93,17566.02,19227.8,23546.02,27142.53,23791.56,24374.57,25657.48,26686.82,23653.11
CORPORACION FINCA.ALBA,ES0117160111,1975.52,2478.88,1767.7,1595.51,1451.03,1966.4,2863.49,3345.38,4963.32,4023.16,2011.8,2981.06,3540.81,2620.76,2486.91,3394.28,3007.16,2081.19,2661.88,3653.32,2900.73,2686.23,2788.86,3464.74,2719.77,3124.79
INDRA SISTEMAS,ES0118594417,1136.62,2149.13,1406.01,1195.02,983.19,2075.63,2613.37,2873.07,3934.53,4445.56,2940.3,3366.73,3170.37,2342.3,2002.79,3097.83,1687.33,1488.56,2033.97,2409.33,1919.23,1859.91,1559.97,1929.02,2189.89,3080.59
FOMENTO CONSTR.Y CNTR.,ES0122060314,4258.95,2116.08,2501.97,2551.23,3091.38,4770.6,6563.07,8949.58,14366.74,8118.25,3371.29,4280.9,3993.87,3350.65,1429.57,3139.54,3152.68,2611.1,3442.09,4663.98,5473.22,4756.5,4871.51,5020.52,4181.73,6000.75
MAPFRE,ES0124244E34,1322.23,845.36,1387.42,1261.94,1479.31,2593.13,3882.07,4551.03,6339.73,10293.84,5949.56,10565.95,11135.42,10534.99,9730.56,12727.35,10870.57,6046.85,9341.27,10522.96,8667.73,7304.41,5876.21,6226.88,6550.88,6583.35
ACCIONA,ES0125220311,4166.88,2924.14,2196.39,2257.63,2922.2,4088.3,5850.67,8866.56,13466.36,16531.71,6401.23,7079.78,5927.94,5103.5,3378.96,4399.54,4401.34,4277.04,4283.46,4882.66,5564.62,6675.61,8882.66,9074.76,10564.74,6045.08
ENDESA,ES0130670112,25304.41,22851.3,17856.7,15416.58,12271.04,20512.38,23642.1,35625.79,53626.82,53035.79,30454.67,30618.23,31775.11,22036.69,22692.36,34553.96,21423.04,19175.25,22251.35,22993.41,26468.6,28391.17,26409.74,23182.14,20769.78,19060.48
ENAGAS,ES0130960018,,,,,1625.65,2775.15,3879.36,4836.87,5640.46,6846.31,3941.89,4991.47,5113.53,4864.51,5577.15,6856.66,7321.53,6715.85,5860.13,6350.71,6822.48,6883.11,5522.26,5533.16,4683.83,3872.17
ACERINOX 'R',ES0132105018,1528.66,2101.93,1863.53,2218.08,2464.7,2990.92,4582.42,3960.91,7310.16,6418.43,2947.34,4268.3,4606.47,3586.3,2639.58,3574.12,4419.39,2857.14,3844.17,4084.05,3001.48,2536.86,3166.4,3459.35,2766.56,2767.92
FAES FARMA,ES0134950F36,438.34,372.74,424.13,435.77,497.24,785.66,998.24,1229.86,3061.15,2168.07,650.99,931.35,793.8,424.65,595.56,806.36,570.98,761.96,920.51,910.98,1029.94,1377.62,1324.93,1219.76,1176.1,1041.47
OBRASCON HUARTE LAIN,ES0142090317,636.59,454.9,468.38,462.89,407.79,732.86,1015.71,1833.34,3917.65,2869.73,971.64,2213.34,3264.23,3026.7,3154.81,4395.47,2517.0,1662.27,1013.59,1773.8,270.14,320.53,203.82,611.59,372.0,242.86
IBERDROLA,ES0144580Y14,14104.16,11295.56,13245.21,11145.88,13795.85,18384.83,23699.08,29576.35,41568.09,73202.0,34314.24,42392.36,47406.35,36250.06,28963.64,41923.81,43762.08,41430.29,42877.38,48810.23,54316.98,78570.05,81216.48,71845.79,74000.35,73292.65
INDITEX,ES0148396007,,,,11914.08,15168.66,13825.99,19312.39,21987.91,36908.19,32615.76,23405.82,36843.53,45649.91,57929.3,82343.32,89491.8,97993.18,97073.91,99495.57,97536.36,92854.51,99050.71,103315.93,84959.86,92744.83,140693.64
MEDIASET ESPANA COMUNICACION,ES0152503035,,,,,,,5344.89,5966.06,6899.2,5417.68,1761.06,3268.78,5146.04,2437.52,2770.6,4937.19,5068.63,3776.66,3903.99,3889.04,2409.26,1731.18,1975.33,1593.27,1087.4,982.12
MINOR HOTELS EUROPE & AMERICAS,ES0161560018,983.96,939.09,1630.0,1183.89,1031.95,1401.38,1723.23,1966.38,3024.3,2078.78,482.99,1100.59,1505.38,826.73,1028.46,1946.46,1867.61,1525.2,1599.28,2644.7,2091.85,2205.16,1970.81,1680.82,1722.49,2151.48
ACS ACTIV.CONSTR.Y SERV.,ES0167050915,1763.09,1093.79,1656.82,1744.85,2108.55,5923.41,8764.02,13130.25,21075.32,18075.49,13256.94,14016.93,14379.63,9639.77,7494.97,11601.81,12015.97,8200.3,9752.65,11088.6,13767.38,9443.11,9555.56,7237.25,8366.27,11150.44
PROMOTORA DE INFIC. A PRRDE.INFORMACIONES,ES0171743901,,,3334.15,2013.21,1331.79,3948.53,4635.04,4064.48,4532.94,3275.91,366.02,994.4,1215.39,554.43,192.06,479.81,750.17,446.47,384.99,1231.77,1080.78,1076.42,860.18,517.21,253.35,344.65
GRIFOLS ORD CL A,ES0171996087,,,,,,,,,3490.69,4930.64,3477.3,3227.67,3409.6,4360.11,7562.33,11681.2,8772.93,9221.67,9376.9,12628.99,11471.15,15084.71,10769.13,7571.68,5662.08,5442.67
REDEIA CORPORACION,ES0173093024,,1222.11,1332.68,1273.95,1601.37,2267.94,3455.94,4466.59,6149.65,8082.53,5545.01,6823.2,7170.97,6574.32,7425.42,10188.28,11582.37,10723.4,9764.7,10913.19,11723.11,10932.05,9106.24,10472.15,9194.27,8710.48
REPSOL YPF,ES0173516115,15776.1,21949.15,20957.34,14743.53,16943.02,24866.11,33042.98,34443.97,40501.72,41951.9,19815.99,27716.88,40542.72,33908.47,25919.31,33588.25,26459.4,14928.57,21857.17,27290.59,26789.72,18487.49,19821.33,19914.9,20778.71,19254.58
TELEFONICA,ES0178430E18,47742.86,95078.12,72870.84,52662.58,46066.1,79644.04,92297.79,75406.38,110695.67,137098.44,88785.33,107414.52,114699.18,79018.44,56574.12,71403.59,72693.3,49606.26,51168.34,51611.18,44820.44,32962.91,23652.93,27620.95,23766.81,23562.85
SACYR,ES0182870214,1574.2,797.15,978.01,1071.64,1503.13,4167.06,4865.53,7388.5,17558.44,8649.82,2208.62,2485.16,4524.73,1797.87,936.84,2877.52,2356.75,820.94,1240.32,1674.39,1376.91,1556.67,1565.37,1517.9,2181.44,2306.83
ZARDOYA OTIS DEAD - DELIST.09/05/22,ES0184933812,1813.23,1181.1,1432.57,1655.49,2403.64,4333.79,5801.82,6056.71,8782.67,7070.72,5394.81,6063.18,5413.99,5048.2,5338.42,7150.77,5399.3,4853.97,3769.05,5124.53,3887.55,3394.21,3049.48,3719.42,3501.24,3604.33
KESKO B,FI0009000202,823.56,789.89,603.77,530.4,653.65,1178.18,1640.66,1980.92,3633.0,3087.55,1428.84,2422.25,2843.1,2280.78,2073.9,3027.48,2671.42,2732.27,3120.56,4042.28,4000.45,4945.61,6975.49,8075.23,5810.09,5220.92
TIETOEVRY,FI0009000277,2116.62,5201.55,2494.45,2102.59,1142.23,2676.4,2979.08,2850.59,2114.63,1389.11,885.26,1620.87,1371.39,1339.09,1659.41,1853.33,1963.9,1959.54,2057.64,2682.6,2149.86,3360.96,3685.72,3332.17,3732.58,2768.12
HUHTAMAKI,FI0009000459,580.09,985.91,712.98,950.81,901.16,1330.03,1618.8,1948.55,1756.01,1138.15,774.72,1158.0,1452.32,1476.48,2036.38,3082.53,3177.94,3606.61,3858.69,4619.66,4029.36,4636.59,4876.33,4120.33,3719.03,4362.92
NOKIA,FI0009000681,65973.99,236888.52,103852.78,98085.51,62156.77,104896.63,76030.8,83728.18,93785.58,150551.1,37365.15,50572.82,32332.94,21821.07,13326.26,28738.88,29571.77,35303.29,29705.88,33165.12,34581.2,22508.49,22733.84,31209.75,25835.43,19700.03
UPONOR DEAD - DELIST.30/04/24,FI0009002158,588.48,693.91,605.8,683.98,765.58,1235.68,1553.31,1933.47,2761.86,1971.93,744.86,1306.82,1203.71,895.9,1027.85,1273.65,1334.76,961.5,1229.46,1304.28,872.26,1003.82,1542.62,1639.97,1375.93,2244.61
OUTOKUMPU 'A',FI0009002422,1092.35,1462.72,1132.84,1457.17,1432.72,2388.53,3311.04,3269.94,7121.81,7137.39,1963.28,3212.36,3235.04,1328.09,1832.39,1119.85,2770.99,1334.86,4064.03,3401.14,1709.66,1687.47,2043.87,2752.92,2672.89,2032.21
WARTSILA,FI0009003727,751.41,839.49,842.51,860.87,576.17,1021.73,1760.28,2609.23,4766.95,4689.91,2337.58,4718.83,7328.28,7063.51,9097.02,11267.88,9138.76,8110.07,10160.6,14269.69,9567.38,6352.13,6824.82,6598.55,5699.82,9246.44
NOKIAN RENKAAT,FI0009005318,337.33,402.55,183.38,289.14,405.4,911.47,2078.18,1969.03,3149.86,5031.03,1462.89,3186.47,5188.47,5938.24,5959.29,6039.44,3936.15,4384.33,5371.48,6468.64,4911.66,3871.7,4944.16,3323.01,1267.88,1264.21
KONECRANES,FI0009005870,485.8,513.89,414.82,439.18,332.32,499.86,641.73,865.46,2122.83,2315.45,1041.46,1704.64,2734.54,2058.73,2297.01,2180.0,2209.34,1391.72,2491.31,3554.03,2826.43,2427.38,3536.84,2865.2,2630.55,4172.9
STORA ENSO R,FI0009005961,4561.88,5958.64,7535.34,9377.7,6975.99,9097.26,9983.63,9230.01,10460.16,7915.65,2654.76,3886.28,6987.85,4724.17,3914.82,6903.67,5952.88,5069.83,6495.34,10900.84,8600.38,7664.89,12134.5,12151.63,8369.25,7338.24
UPM-KYMMENE,FI0009005987,7206.32,7645.14,7638.85,8970.04,7421.22,10176.38,11634.97,11179.01,14153.3,9077.37,3812.12,5588.35,10393.97,7493.13,5965.38,9548.74,10084.54,8963.82,12602.19,18552.76,16713.98,17101.93,20472.52,19027.37,18695.96,17080.25
FORTUM,FI0009007132,4193.76,3410.68,3346.23,4312.48,5585.12,8854.88,16708.77,21837.54,25335.98,37129.79,15304.07,22684.06,27186.7,22126.17,16700.33,21016.41,20191.86,11774.61,13407.79,20029.88,19170.23,19892.02,22308.76,19444.85,13402.37,10866.2
SANOMA,FI0009007694,638.03,1788.59,1340.65,1232.56,1106.0,2766.42,3452.72,3339.75,4903.32,4178.52,1787.36,3244.15,3563.4,2246.74,1682.53,1224.93,1034.23,729.4,1411.03,1940.41,1596.82,1906.93,2716.04,2273.55,1524.18,1187.44
ELISA,FI0009007884,,3969.7,1911.36,1241.02,863.82,2250.48,2528.27,3421.74,5104.58,5073.72,2215.89,3470.36,3751.97,3854.82,3479.12,4665.37,4542.68,6019.22,5581.62,7387.43,7021.03,10127.12,10023.79,9367.75,9563.95,7691.94
NESTE,FI0009013296,,,,,,,,7924.68,8884.3,9161.72,3236.53,3667.24,4497.94,3343.23,3821.22,5361.48,6653.0,8208.9,9224.65,19135.88,25453.77,31759.45,50848.85,29722.95,36123.05,21911.29
KONE B,FI0009013403,631.43,881.13,1120.67,1390.36,1734.42,3332.59,4570.4,4646.44,6490.78,7613.5,4499.66,9321.27,11923.09,13640.4,17854.14,18033.49,20907.23,20192.72,19740.74,24962.82,23030.31,25841.35,36350.09,26226.52,23240.82,22872.68
YIT,FI0009800643,256.06,340.83,347.5,409.74,534.04,1222.91,1863.44,3140.88,4449.55,3220.42,796.47,2748.54,3655.55,2844.98,2825.75,1569.22,827.42,708.97,876.03,1862.35,1263.62,1454.19,1196.64,956.72,585.24,362.17
ICADE REIT,FR0000035081,194.36,177.85,197.63,285.02,325.93,422.83,608.55,985.93,1679.77,6881.74,3542.02,5190.99,5733.99,4293.63,4611.77,7071.4,6656.25,5145.46,5277.0,7507.99,6340.71,7919.95,5536.67,5071.07,3736.77,2379.22
NEXANS,FR0000044448,,,,434.83,315.63,924.69,1034.3,1510.06,3433.48,2917.06,1120.77,1979.28,2493.22,2023.32,1453.21,2200.42,1561.63,1702.18,2219.63,2332.76,1435.87,2092.77,3417.75,4062.04,4183.21,4474.92
CREDIT AGRICOLE,FR0000045072,,,,15512.2,14593.86,37332.23,43729.48,53724.23,68891.54,47014.84,22956.19,34568.98,41784.27,16472.41,22980.39,38513.78,36429.44,27189.8,33735.46,48853.61,35195.3,37925.22,41121.32,42241.98,36202.78,41269.7
MAUREL ET PROM,FR0000051070,69.72,87.04,69.61,91.21,117.74,384.12,2486.6,2635.08,2626.22,2256.2,1255.97,1797.11,2188.71,2347.19,2195.43,1931.67,1060.08,531.48,749.44,858.06,809.32,524.49,461.23,619.03,741.48,1109.48
ATOS,FR0000051732,2188.62,3561.45,4339.51,3079.8,1192.85,4534.39,4833.85,4873.21,3958.79,3660.03,1743.17,3256.55,3966.78,4862.51,6546.56,9200.78,7219.81,7584.59,12059.79,14257.91,10392.31,8492.55,8627.61,3875.25,1485.35,272.09
HERMES INTL.,FR0000052292,2709.91,4558.39,5013.4,5242.18,4636.42,7446.73,7930.29,9185.51,14559.02,13101.03,9077.38,14262.13,21915.64,39938.04,35199.57,33949.17,33524.43,36486.38,46198.46,57891.48,66693.61,76393.18,118301.43,146027.51,186676.66,262855.89
M6-METROPOLE TV,FR0000053225,2257.44,10198.76,3755.35,3242.76,2561.91,4053.97,3760.96,3972.99,4684.55,3093.9,1727.24,3197.77,3203.57,2286.83,2023.36,2875.71,2538.6,2132.73,2657.46,3640.85,2274.41,1921.58,2541.05,2584.54,1902.9,1705.14
UBISOFT ENTERTAINMENT CAT A,FR0000054470,283.18,1208.24,568.13,455.71,187.39,375.55,761.76,746.62,1927.48,4033.94,1419.59,1152.7,1032.1,811.84,969.4,1701.58,2013.94,3299.44,4181.63,9350.7,8089.16,9483.33,10129.49,6551.37,2670.09,3028.67
TF1 (TV.FSE.1),FR0000054900,3757.94,13436.14,9067.72,4917.66,4781.25,7521.85,6968.23,6481.07,7461.56,5322.92,1722.42,3429.5,4089.94,2586.77,2324.49,3825.62,3611.24,2356.69,2333.97,2978.33,1948.1,1583.9,1845.13,2104.35,1651.88,1906.38
COVIVIO,FR0000064578,29.97,59.88,99.23,131.57,218.37,768.51,1257.92,2222.69,5529.73,6015.18,2072.47,4856.65,5812.06,4089.45,4722.18,5782.6,6564.93,5477.85,6040.01,8126.87,8244.45,9964.4,7993.08,7861.55,5994.97,4607.92
SAFRAN,FR0000073272,1855.41,9474.87,3038.63,1732.42,1782.04,4069.15,4167.28,10315.29,9655.26,8701.13,4052.81,9834.79,14393.48,13598.24,18721.51,28235.26,29235.85,25536.31,28869.86,46065.52,55902.28,57579.09,58730.52,55033.17,60034.25,89789.58
JCDECAUX,FR0000077919,,,,2117.8,2212.06,4128.19,5738.93,5684.93,6595.15,6855.96,2857.04,5537.78,7080.24,6130.62,5918.91,9638.21,8312.74,8400.97,6667.4,8315.56,6627.92,5050.04,5067.77,5980.9,4780.26,4566.14
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,FR0000120073,12365.21,11964.15,12419.74,12468.45,12512.17,17274.13,19845.74,22548.54,28970.77,34351.9,19701.78,31635.37,36194.86,37261.79,37181.79,42385.58,45472.18,36081.71,41986.67,54354.18,53947.71,67674.13,71698.69,79112.01,81521.78,108000.04
CARREFOUR,FR0000120172,27677.24,51158.85,40756.28,31448.64,26229.72,39133.53,36550.24,34520.38,46008.6,50636.91,23655.68,32598.02,33192.58,16755.3,18816.58,26463.09,24318.43,19551.49,17711.82,18204.22,15916.73,14104.13,14336.03,15653.78,14285.25,12137.19
CNP ASSURANCES DEAD - DELIST.20/06/22,FR0000120222,3653.92,3799.65,4366.08,4259.14,5272.24,7933.64,9929.06,12382.19,17437.64,16539.22,9886.15,13350.99,12857.03,8495.0,9628.05,14601.38,11348.61,10113.43,12873.77,16873.11,15706.95,11354.66,12426.56,16817.7,15069.1,15512.78
TOTALENERGIES,FR0000120271,25530.35,97718.82,105283.74,101077.23,89212.49,120198.3,150510.57,157041.61,169094.11,181745.05,115340.23,131341.75,141421.75,133569.34,115042.38,151282.36,126010.45,109496.67,123786.26,147609.93,149133.58,116035.71,122499.84,141667.98,152751.17,153308.48
L'OREAL,FR0000120321,41554.68,46123.93,50615.5,45403.12,43628.52,55247.09,52655.23,58641.77,68576.19,73263.33,38964.41,62087.88,69529.01,68774.9,88442.26,101530.42,101446.29,95805.44,103861.72,123978.21,142630.19,154029.15,205774.0,213119.65,210400.56,261495.03
ACCOR,FR0000120404,8411.6,6598.81,8221.56,7124.98,5987.06,8691.01,9675.5,12193.71,19813.61,18203.07,8186.86,11429.33,10499.72,7994.43,8135.12,11511.79,12314.44,9746.55,11221.77,17000.08,12133.68,10163.96,10964.99,9229.0,8797.7,11098.79
BOUYGUES,FR0000120503,6506.76,26821.57,12860.27,9614.93,8173.43,12106.41,14163.84,18025.36,24553.42,26297.21,10230.4,16341.92,16648.87,10476.89,8218.79,13188.22,13467.12,13478.36,13391.25,18970.68,13861.83,15732.0,15510.68,13704.26,12679.53,14095.83
QUADIENT,FR0000120560,1578.03,1085.09,667.16,961.27,820.86,1641.34,2663.06,3199.54,4351.48,3368.93,2229.68,2536.55,2987.99,2341.55,1971.24,3092.91,1863.37,722.84,1024.29,986.1,920.21,814.92,793.76,652.61,598.43,734.62
SANOFI,FR0000120578,19702.26,28984.49,41021.36,47093.28,38015.2,49830.51,111602.91,120583.55,119415.96,106069.03,71437.67,96663.75,89604.15,101637.26,122935.1,136396.41,129509.6,105148.48,110035.77,100955.02,103037.59,123837.51,115835.91,133387.85,119497.28,122537.44
AXA,FR0000120628,45686.29,45029.19,50264.91,31504.29,19567.95,40919.42,50998.09,65132.12,94871.35,73235.35,21309.92,46206.7,47972.74,38478.66,41062.47,63032.64,61535.83,53848.79,56889.27,76434.78,60112.94,59263.09,61058.69,67455.28,70429.9,79756.27
DANONE,FR0000120644,18414.87,15456.71,20614.74,16235.16,15932.09,22860.34,26520.74,30484.14,43047.2,40351.68,24425.89,37924.16,40338.14,43838.12,43272.8,44354.14,44649.37,45472.55,43430.02,55470.75,52631.51,50648.88,47056.7,43323.59,38306.62,44423.68
