NAME,ISIN,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BASILEA PHARMACEUTICA 'R',CH0011432447,362.0,362.0,318.0,750.0,804.0,1310.0,1992.0,1745.0,1940.0,2996.0,3243.0
NOVARTIS 'R',CH0012005267,643547.0,628000.0,530800.0,531300.0,531410.0,546790.0,484600.0,396400.0,336600.0,347200.0,248700.0
ROCHE HOLDING,CH0012032048,403136.0,356348.0,379547.0,326001.0,295319.0,289636.0,288157.0,251943.0,254060.0,249961.0,249961.0
CREDIT SUISSE GROUP DEAD - DELIST.14/06/23,CH0012138530,22490.0,22490.0,16630.0,21420.0,16520.0,17200.0,15600.0,15650.0,15650.0,,
ADECCO GROUP,CH0012138605,39551.0,35893.0,35893.0,49843.0,51647.0,64164.0,55715.0,32407.0,32407.0,30599.0,37299.89
CLARIANT,CH0012142631,398001.0,398001.0,423070.0,402283.0,481913.0,430000.0,380000.0,390000.0,400000.0,320000.0,320000.0
HOLCIM,CH0012214059,100091846.0,100091846.0,165000000.0,164465688.0,141000000.0,135000000.0,121000000.0,110000000.0,119000000.0,78000000.0,75000000.0
ABB LTD N,CH0012221716,809000.0,891000.0,761000.0,761000.0,394000.0,361000.0,396000.0,225547.0,190070.0,156000.0,128000.0
THE SWATCH GROUP,CH0012255151,17464.0,17464.0,15457.0,15804.0,16303.0,16969.0,12450.0,15890.0,20422.0,18153.0,18153.0
BALOISE HOLDING,CH0012410517,4044.0,,3519.0,3987.0,4595.0,4536.0,4341.0,4341.0,3763.0,3659.0,4078.3
SONOVA N,CH0012549785,2254.0,1817.0,1559.0,1597.0,16494.0,14633.0,14145.0,12428.0,12428.0,10291.0,11729.0
LONZA GROUP,CH0013841017,436785.0,401000.0,401000.0,409800.0,425000.0,574000.0,1214000.0,1077000.0,1077000.0,321000.0,321000.0
VALIANT 'R',CH0014786500,294.0,294.0,1280.0,1092.0,1522.0,1522.0,1357.0,1161.0,1161.0,1039.0,1039.0
SWISS LIFE HOLDING,CH0014852781,6858.0,,8120.0,8854.0,8854.0,9341.0,6596.0,6596.0,8585.0,7406.0,7406.0
PSP SWISS PROPERTY AG,CH0018294154,14061.0,14061.0,10806.0,10806.0,9699.0,8704.0,8019.0,7193.0,7306.0,7306.0,6697.0
EFG INTERNATIONAL N,CH0022268228,610.0,610.0,410.0,232.0,320.0,558.0,603.0,673.0,636.0,698.0,698.0
PARTNERS GROUP HOLDING,CH0024608827,157.0,157.0,139.0,152.0,241.0,321.0,400.0,513.0,1179.0,962.0,962.0
SCHINDLER 'R',CH0024638212,98938.0,87071.0,134000.0,138000.0,133000.0,139000.0,146474.0,129680.0,129680.0,135905.0,142163.0
KUEHNE UND NAGEL INTERNATIONAL,CH0025238863,64355.0,64355.0,66087.0,70800.0,72742.0,71645.0,81693.0,108500.0,110000.0,181000.0,176000.0
LOGITECH 'R',CH0025751329,127.0,137.0,455.0,455.0,332.0,768.0,895.0,895.0,801.0,565.0,421.0
GEBERIT 'R',CH0030170408,,15380.0,137259.0,137259.0,135336.0,119447.0,115024.0,107403.0,114392.0,103782.0,103782.0
SULZER 'R',CH0038388911,24700.0,24700.0,20555.0,20555.0,16845.0,21219.0,21245.0,21545.0,20000.0,20000.0,17055.0
NESTLE 'N',CH0038863350,3985115.0,3985115.0,3700000.0,3600000.0,3500000.0,3300000.0,3300000.0,3300000.0,3370000.0,3240000.0,3160000.0
CHUBB,CH0044328745,13747.0,16471.0,16347.0,26146.0,27211.0,26048.0,26332.0,16313.0,19933.0,19933.0,22405.0
TRANSOCEAN,CH0048265513,1712927.0,1712927.0,1716100.0,1358834.0,778362.0,1391580.0,1391580.0,1143165.0,1076410.0,889663.0,932746.0
JULIUS BAER GRUPPE,CH0102484968,,134.0,1358.0,1638.0,1578.0,1784.0,1668.0,1957.0,2663.0,2496.0,2496.0
GARMIN,CH0114405324,13859.0,11822.0,12091.0,24326.0,27426.0,32503.6424,34646.0,39401.0,39401.0,43778.0,44375.82
SWISS RE,CH0126881561,,5140.0,5502.0,4500.0,4600.0,4200.0,5278.0,2962.0,2962.0,2902.0,2902.0
COCA-COLA HBC,CH0198251305,,344632.0,317694.0,291098.0,263238.0,268720.0,248872.0,233500.0,254835.0,254835.0,222053.0
RICHEMONT N,CH0210483332,18291.0,20000.0,13600.0,15400.0,15450.0,19500.0,15884.0,11300.0,11300.0,14792.0,14792.0
UBS GROUP,CH0244767585,,24122.0,13340.0,13340.0,13305.0,11522.0,10574.0,9972.0,10726.0,8570.0,8570.0
FLUGHAFEN ZURICH,CH0319416936,,,24773.0,24773.0,25324.0,27200.0,26218.0,26284.0,32632.0,32632.0,30264.0
UNITED INTERNET,DE0005089031,2762.0,2762.0,2973.0,6082.0,7038.0,4455.0,3750.0,3074.0,2173.0,2173.0,5076.0
DEUTSCHE BANK,DE0005140008,96858.0,96858.0,59131.0,61721.0,53190.0,51083.0,49712.0,41458.0,41458.0,43884.0,18735.0
BMW,DE0005190003,492798.0,492798.0,536168.0,562146.0,625072.0,581703.0,642259.0,642885.0,699713.0,694057.0,713933.0
BEIERSDORF,DE0005200000,61796.0,61796.0,35465.0,37557.0,43180.0,29928.0,80419.0,93057.0,100458.0,90349.0,77480.0
CONTINENTAL,DE0005439004,659248.0,692000.0,727000.0,793895.0,820000.0,900000.0,840000.0,780000.0,820000.0,760000.0,690000.0
LANXESS,DE0005470405,1770000.0,1762000.0,1643000.0,1741000.0,1975000.0,1524000.0,1504000.0,1263000.0,1284000.0,1284000.0,843000.0
DEUTSCHE POST,DE0005552004,5120000.0,5220000.0,5600000.0,5680000.0,5900000.0,6300000.0,6380000.0,6580000.0,6580000.0,8300000.0,8250000.0
DEUTSCHE TELEKOM,DE0005557508,338481.0,338481.0,299780.0,289190.0,289190.0,276727.0,276727.0,235261.0,235261.0,212044.0,199023.0
FRAPORT,DE0005773303,42100.0,38000.0,39700.0,40300.0,40100.0,42900.0,37337.0,37337.0,27100.0,25500.0,32600.0
FRESENIUS,DE0005785604,675196.0,675196.0,149561.0,136794.0,606000.0,519000.0,517000.0,537000.0,578000.0,563000.0,308000.0
FRESENIUS MED.CARE,DE0005785802,361015.0,361015.0,84235.0,71417.0,50762.0,218000.0,227300.0,242200.0,262600.0,258400.0,260800.0
DEUTSCHE BOERSE,DE0005810055,4749.0,1052.0,5467.0,4992.0,2878.0,4346.0,5831.0,5831.0,4931.0,1063.0,4900.0
BILFINGER BERGER,DE0005909006,58359.0,58359.0,52822.0,52623.0,37629.0,30718.0,27486.0,54180.0,35608.0,35608.0,35643.0
HEIDELBERG MATERIALS,DE0006047004,53336281.0,53336281.0,55064408.0,54246676.0,74400000.0,76700000.0,73080000.0,68400000.0,69490000.0,65910000.0,63280000.0
HENKEL PREFERENCE,DE0006048432,307500.0,307500.0,349000.0,350000.0,365000.0,353000.0,351000.0,336000.0,343000.0,284000.0,221000.0
HOCHTIEF,DE0006070006,3438253.0,3438253.0,2977060.0,2007542.0,2251970.0,2891322.0,2811519.0,2504417.0,2504417.0,279575.0,273825.0
SALZGITTER,DE0006202005,6226718.0,6226718.0,5587485.0,5270835.0,8470000.0,8710000.0,8402000.0,8402000.0,8196000.0,8002000.0,8002000.0
INFINEON TECHNOLOGIES,DE0006231004,50917.0,193884.0,237868.0,295869.0,259078.0,237214.0,264203.0,229890.0,298246.0,312076.0,246126.0
MERCK KGAA,DE0006599905,342778.0,342778.0,327000.0,386000.0,374000.0,354000.0,359000.0,1706000.0,1522213.0,1425000.0,1236000.0
GEA GROUP,DE0006602006,79350.0,79350.0,59272.0,40318.0,33332.0,39983.0,36711.0,30394.0,30394.0,32292.0,30869.0
PUMA,DE0006969603,6689.0,6689.0,,,7678.0,6918.0,6326.0,4179.0,4046.0,6206.0,6403.0
RHEINMETALL,DE0007030009,360090.0,360090.0,397998.0,252289.0,252289.0,311941.0,90076.0,90076.0,144151.0,115583.0,143386.0
RWE,DE0007037129,165700000.0,156600000.0,152300000.0,154000000.0,135600000.0,120400000.0,91700000.0,70400000.0,86900000.0,86900000.0,61900000.0
MERCEDES-BENZ GROUP N,DE0007100000,1052000.0,1030000.0,1060000.0,1056000.0,1192000.0,1247000.0,1239000.0,1027000.0,681000.0,569000.0,538000.0
SAP,DE0007164600,,144000.0,155331.0,160674.0,149540.0,142554.0,152495.0,97370.0,96000.0,108000.0,112800.0
SIEMENS,DE0007236101,998000.0,998000.0,845000.0,855593.0,862000.0,821000.0,768000.0,768000.0,386000.0,393000.0,387000.0
CECONOMY,DE0007257503,1032297.0,1015157.0,871837.0,,,28500.0,17400.0,22600.0,22159.0,23200.0,23200.0
SUEDZUCKER,DE0007297004,496870.0,496870.0,608485.0,530649.0,528269.0,592172.0,506957.0,652948.0,729670.0,2400000.0,2500000.0
HEIDELB.DRUCKMASCHINEN,DE0007314007,44835.0,44835.0,27065.0,27456.0,27479.0,34852.0,23693.0,21217.0,21217.0,25668.0,19386.0
THYSSENKRUPP,DE0007500001,26700000.0,32000000.0,32600000.0,32600000.0,22100000.0,22600000.0,21800000.0,21800000.0,23200000.0,21420000.0,22900000.0
VOLKSWAGEN PREF.,DE0007664039,4288061.0,4288061.0,3960000.0,4230000.0,4200000.0,3910000.0,3770000.0,4340000.0,4740000.0,4460000.0,4030000.0
DEUTSCHE LUFTHANSA,DE0008232125,,,28029100.0,29250821.0,28949145.0,32790778.0,32790778.0,11509756.0,13823320.0,23210476.0,26822114.0
HANNOVER RUECK,DE0008402215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,158.0,6.31
ALLIANZ,DE0008404005,72192.0,65887.0,65328.0,55991.0,52527.0,46734.0,42011.0,31475.0,28699.0,30953.0,31774.0
MUENCHENER RUCK.,DE0008430026,71530.0,71530.0,58929.0,47761.0,47880.0,45730.0,44023.0,44105.0,47598.0,43664.0,33093.0
NORDEX,DE000A0D6554,19344.0,19344.0,19061.0,8940.0,8940.0,9672.0,9672.0,14074.0,14074.0,14181.0,27164.0
MTU AERO ENGINES HLDG.,DE000A0D9PT0,56557.0,56557.0,27716.0,36788.0,36788.0,33280.0,38160.0,34800.0,39900.0,37738.0,39600.0
HAMB.HAFEN UD.LOGISTIK,DE000A0S8488,80596.0,80596.0,81961.0,74000.0,74000.0,82300.0,82300.0,83600.0,75700.0,74500.0,65400.0
AIXTRON,DE000A0WMPJ6,1664.0,1664.0,920.0,956.0,975.0,151.0,151.0,250.0,304.0,304.0,197.0
ADIDAS,DE000A1EWWW0,12700.0,13047.0,10494.0,10063.0,11702.0,12379.0,6620.0,6620.0,12908.0,21856.0,21779.0
BASF,DE000BASF111,18842000.0,18450000.0,18375000.0,18036000.0,17689000.0,21346000.0,15855000.0,17526000.0,17721000.0,16556000.0,15562000.0
BAYER,DE000BAY0017,4086000.0,4020000.0,4410000.0,4300000.0,2500000.0,3900000.0,2030000.0,2010000.0,1930000.0,1910000.0,1890000.0
COMMERZBANK,DE000CBK1001,44285.0,41368.0,38183.0,38183.0,40749.0,37453.0,37001.0,28313.0,28313.0,21613.0,17418.0
E ON N,DE000ENAG999,117200000.0,97900000.0,80100000.0,4610000.0,5040000.0,4870000.0,4910000.0,3560000.0,3710000.0,2880000.0,2010000.0
K S N,DE000KSAG888,1570473.0,1570473.0,1622294.0,1447140.0,1800000.0,2400000.0,2400000.0,2400000.0,2000000.0,2000000.0,1900000.0
PROSIEBENSAT 1 MEDIA,DE000PSM7770,,7757.0,4649.0,2933.0,2456.0,1910.0,1910.0,1599.0,1615.0,1615.0,1618.0
CARLSBERG B,DK0010181759,592170.0,592170.0,580567.0,511179.0,531836.0,489639.0,494352.0,415000.0,450000.0,274000.0,261000.0
ROCKWOOL B,DK0010219153,1298664.0,1298664.0,1274966.0,1270000.0,1270000.0,1510000.0,1410000.0,1643229.0,1500000.0,1450000.0,1230000.0
FLSMIDTH AND B,DK0010234467,24008.0,12700.0,13460.0,13460.0,27236.0,27236.0,16321.0,10888.0,11130.0,10211.0,10211.0
A P MOLLER MAERSK B,DK0010244508,33692000.0,32406000.0,33044000.0,35917000.0,35579000.0,38826000.0,36204000.0,33902000.0,36863000.0,34150000.0,34138000.0
GN STORE NORD,DK0010272632,8902.0,8775.0,5742.0,6824.0,7865.0,11875.0,8794.0,8794.0,12921.0,2224.0,2414.0
DANSKE BANK,DK0010274414,3575.0,2713.0,2713.0,1448.0,1472.0,1536.0,790.0,810.0,787.0,468.0,201.0
NKT,DK0010287663,39046.0,39046.0,23849.0,,7983.0,14416.0,7815.0,12053.0,15748.0,13215.0,13215.0
JYSKE BANK,DK0010307958,1600.0,1600.0,1767.0,1023.0,1012.0,1846.0,759.0,738.0,655.0,603.0,603.0
SYDBANK,DK0010311471,820.0,820.0,645.0,459.0,502.0,529.0,821.0,382.0,382.0,373.0,373.0
DSV,DK0060079531,3171000.0,3388000.0,3687000.0,6313000.0,6246000.0,7313000.0,7313000.0,80000.0,135000.0,215000.0,215000.0
NOVOZYMES B,DK0060336014,40204.0,40000.0,39000.0,39000.0,39000.0,38000.0,40000.0,37000.0,43000.0,46000.0,46000.0
COLOPLAST B,DK0060448595,9201.0,9201.0,8069.0,9318.0,11500.0,10700.0,11300.0,11100.0,11100.0,20300.0,21200.0
TOPDANMARK DEAD - DELIST.21/10/24,DK0060477503,1701.0,1482.0,1514.0,1514.0,1741.0,1669.0,1383.0,1352.0,1458.0,1458.0,887.0
TRYG,DK0060636678,,766.0,963.0,2307.0,1208.0,2447.0,1437.0,915.0,777.0,953.0,953.0
DEMANT,DK0060738599,,,2517.0,2521.0,2521.0,2049.0,7727.0,5019.0,8040.0,10851.0,12316.0
ATRESMEDIA CORP,ES0109427734,2463.0,2463.0,3282.0,1552.0,1552.0,1798.0,1789.0,1860.0,2039.0,2039.0,2433.0
EBRO FOODS,ES0112501012,125568.0,125568.0,113001.0,174221.0,174221.0,185175.0,199893.0,199893.0,217051.0,217051.0,171685.0
BBV.ARGENTARIA,ES0113211835,,5115.0,5549.0,12948.0,12124.0,12124.0,17631.0,12466.0,49639.0,41395.0,38005.0
BANKINTER 'R',ES0113679I37,305.0,305.0,366.0,407.0,409.0,1053.0,1081.0,1392.0,1547.0,1547.0,1538.0
BANCO DE SABADELL,ES0113860A34,560.0,560.0,600.0,648.0,763.0,1151.0,3088.0,2410.0,4973.0,4973.0,3243.0
BANCO SANTANDER,ES0113900J37,31642.0,31642.0,29078.0,26995.0,28941.0,31227.0,22691.0,24818.0,25672.0,21967.0,25755.0
NATURGY ENERGY,ES0116870314,21830962.0,19840000.0,22423400.0,19574000.0,20500000.0,18300000.0,15400000.0,15400000.0,12965240.0,14741483.0,12463378.0
CORPORACION FINCA.ALBA,ES0117160111,2142.0,2142.0,412.0,502.0,611.0,836.0,1100.0,1829.0,3009.0,3009.0,1566.0
INDRA SISTEMAS,ES0118594417,6427.0,,6115.0,785.0,1957.0,1957.0,828.0,1764.0,1764.0,1759.0,1681.0
FOMENTO CONSTR.Y CNTR.,ES0122060314,240952.0,9273269.0,9273269.0,9711807.0,6430069.0,8215345.0,7870743.0,6900204.0,6900204.0,6504153.0,6045270.0
MAPFRE,ES0124244E34,9789.0,9935.0,14043.0,13445.0,13271.0,13271.0,11669.0,8400.0,10035.0,9939.0,9939.0
ACCIONA,ES0125220311,757837.0,398000.0,427292.0,570601.0,570601.0,681488.0,131685.0,125586.0,147758.0,159652.0,181819.0
ENDESA,ES0130670112,54676230.0,46638461.0,32737160.0,29089037.0,29089037.0,31698840.0,17470846.0,10298760.0,10702129.0,13698169.0,11787198.0
ENAGAS,ES0130960018,516785.0,428329.0,272728.0,263540.0,266357.0,276176.0,275889.0,275889.0,263517.0,385410.0,385410.0
ACERINOX 'R',ES0132105018,198922.0,198922.0,210646.0,233376.0,237563.0,222638.0,730610.0,816337.0,816337.0,974009.0,872253.0
FAES FARMA,ES0134950F36,3724.0,3724.0,2845.0,3233.0,3030.0,4558.0,3239.0,3189.0,3189.0,3782.0,3782.0
OBRASCON HUARTE LAIN,ES0142090317,257296.0,257296.0,177214.0,197757.0,196792.0,171504.0,113459.0,111864.0,111864.0,95130.0,95130.0
IBERDROLA,ES0144580Y14,31768770.0,30217000.0,31752000.0,25626096.0,26846490.0,24645098.0,26530725.0,26530725.0,13207008.0,11927119.0,10587589.0
INDITEX,ES0148396007,22252.0,22252.0,21347.0,20689.0,18550.0,20994.0,17311.0,12986.0,12986.0,11232.0,11512.0
MEDIASET ESPANA COMUNICACION,ES0152503035,2454.0,2454.0,252.0,813.0,1278.0,521.0,525.0,590.0,789.0,789.0,
MINOR HOTELS EUROPE & AMERICAS,ES0161560018,61053.0,61053.0,71016.0,75574.0,,38470.0,59433.0,33650.0,48858.0,48858.0,44329.0
ACS ACTIV.CONSTR.Y SERV.,ES0167050915,351021.0,5798392.0,3288764.0,2169793.0,2366580.0,2983215.0,3002654.0,2683671.0,323889.0,389195.0,380722.0
PROMOTORA DE INFIC. A PRRDE.INFORMACIONES,ES0171743901,,7955.0,127.0,7853.0,,2430.0,3722.0,619.0,778.0,778.0,6604.0
GRIFOLS ORD CL A,ES0171996087,,80332.0,83906.0,92644.0,103045.0,98043.0,112564.0,111435.0,147669.0,95242.0,106459.0
REDEIA CORPORACION,ES0173093024,,,33662.0,31500.0,28765.0,39272.0,23614.0,23614.0,23632.0,20542.0,28692.0
REPSOL YPF,ES0173516115,14215659.0,13800000.0,21070000.0,24925000.0,22900000.0,21900000.0,24700000.0,22000000.0,19400000.0,15700000.0,14400000.0
TELEFONICA,ES0178430E18,129739.0,129739.0,94893.0,95677.0,291770.0,261364.0,237620.0,212682.0,212682.0,131809.0,122460.0
SACYR,ES0182870214,109793.0,109793.0,84021.0,712752.0,626860.0,772447.0,437435.0,437435.0,119083.0,120101.0,120101.0
ZARDOYA OTIS DEAD - DELIST.09/05/22,ES0184933812,13822.0,13822.0,9948.0,7379.0,8604.0,9901.0,8100.0,9697.0,8661.0,,
KESKO B,FI0009000202,42022.0,,43302.0,43002.0,43002.0,48219.0,47721.0,38538.0,38538.0,47681.0,47385.0
TIETOEVRY,FI0009000277,123.0,134.0,134.0,112.0,117.0,117.0,99.0,143.0,134.0,134.0,232.0
HUHTAMAKI,FI0009000459,202082.0,202082.0,226015.0,221919.0,207000.0,207000.0,219000.0,216000.0,221000.0,221000.0,216000.0
NOKIA,FI0009000681,11800.0,11800.0,7000.0,185600.0,143500.0,134500.0,125000.0,116300.0,124300.0,124000.0,111100.0
UPONOR DEAD - DELIST.30/04/24,FI0009002158,,9700.0,9100.0,8700.0,8700.0,7500.0,8400.0,6700.0,6300.0,7400.0,7400.0
OUTOKUMPU 'A',FI0009002422,1275295.0,1400754.0,1237422.0,1216049.0,1216049.0,1203614.0,1209950.0,1150092.0,1256219.0,1256219.0,1013282.0
WARTSILA,FI0009003727,59631.0,59631.0,63441.0,57355.0,57998.0,59949.0,56568.0,52911.0,54711.0,46629.0,41017.0
NOKIAN RENKAAT,FI0009005318,58415.0,65012.0,63937.0,63937.0,72134.0,72134.0,64942.0,71510.0,77660.0,77660.0,12690.0
KONECRANES,FI0009005870,63168.0,46900.0,42500.0,39200.0,39200.0,66291.0,52700.0,43400.0,43400.0,40100.0,40100.0
STORA ENSO R,FI0009005961,2776000.0,2800000.0,2360000.0,2390000.0,2330000.0,2490000.0,2380000.0,2180000.0,2180000.0,1770000.0,1470000.0
UPM-KYMMENE,FI0009005987,4090000.0,4100000.0,4100000.0,4000000.0,3400000.0,3250000.0,3010000.0,2730000.0,2710000.0,2310000.0,2130000.0
FORTUM,FI0009007132,21000000.0,20500000.0,19300000.0,18800000.0,18300000.0,20100000.0,19100000.0,48800000.0,69100000.0,17000000.0,1641000.0
SANOMA,FI0009007694,,8383.0,10530.0,4739.0,3988.0,3970.0,1105.0,70.0,276.0,3813.0,
ELISA,FI0009007884,486.0,226.0,399.0,429.0,409.0,433.0,650.0,666.0,543.0,695.0,4084.0
NESTE,FI0009013296,3556200.0,3556200.0,3166700.0,2934991.0,2601106.0,2252000.0,2464000.0,2149000.0,1828000.0,2075000.0,2291000.0
KONE B,FI0009013403,100000.0,100000.0,99700.0,104700.0,105700.0,109100.0,109300.0,109700.0,118700.0,117641.0,114200.0
YIT,FI0009800643,19711.0,19711.0,18596.0,11138.0,15086.0,14696.0,161400.0,39776.0,24356.0,24356.0,19683.0
ICADE REIT,FR0000035081,3015.0,3015.0,4239.0,5193.0,7818.0,6659.0,4835.0,3813.0,4173.0,4173.0,489.0
NEXANS,FR0000044448,141262.0,141262.0,247084.0,139353.0,139910.0,125427.0,130017.0,94802.0,94802.0,122841.0,122841.0
CREDIT AGRICOLE,FR0000045072,12159.0,,8483.0,8529.0,18056.0,15325.0,16495.0,14475.0,20601.0,27997.0,26434.0
MAUREL ET PROM,FR0000051070,483567.0,483567.0,323675.0,182203.0,182203.0,232531.0,246288.0,,212301.0,212301.0,222500.0
ATOS,FR0000051732,34513.0,34900.0,31116.0,30048.0,35212.0,30383.0,20981.0,12228.0,12228.0,26955.0,22026.0
HERMES INTL.,FR0000052292,9512.0,9512.0,8789.0,15861.0,10810.0,8961.0,5745.0,18329.0,21257.0,18000.0,12800.0
M6-METROPOLE TV,FR0000053225,3754.0,3754.0,2033.0,2293.0,2139.0,2644.0,565.0,565.0,107.0,107.0,630.0
UBISOFT ENTERTAINMENT CAT A,FR0000054470,25047.0,25047.0,1992.0,1347.0,1740.0,1548.0,8050.0,10945.0,10945.0,2760.0,2981.0
TF1 (TV.FSE.1),FR0000054900,293.0,293.0,169.0,1046.0,1154.0,889.0,517.0,732.0,1461.0,1461.0,837.0
COVIVIO,FR0000064578,2281.0,1829.0,1706.0,1715.0,2142.0,1526.0,2888.0,1762.0,2216.0,1542.0,1771.0
SAFRAN,FR0000073272,174955.0,174955.0,226398.0,226561.0,177736.0,175797.0,219745.0,146655.0,175814.0,177299.0,167774.0
JCDECAUX,FR0000077919,31840.0,31132.0,31132.0,31772.0,33278.0,31175.0,30100.0,21200.0,22600.0,22600.0,23000.0
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,FR0000120073,11272000.0,11846000.0,13552000.0,14062000.0,14476000.0,15390000.0,15641000.0,14955000.0,15536000.0,19141855.0,16107000.0
CARREFOUR,FR0000120172,1775000.0,1775000.0,1686600.0,1132300.0,1190000.0,1025000.0,827800.0,698700.0,614000.0,581593.0,782709.0
CNP ASSURANCES DEAD - DELIST.20/06/22,FR0000120222,2859.0,8643.0,2673.0,2379.0,2103.0,1967.0,2000.0,947.0,1519.0,,
TOTALENERGIES,FR0000120271,46000000.0,44000000.0,41800000.0,39400000.0,36000000.0,40000000.0,41000000.0,36000000.0,33000000.0,37000000.0,32000000.0
L'OREAL,FR0000120321,67331.0,67331.0,63540.0,61040.0,49700.0,57698.0,49982.0,43100.0,43134.0,19700.0,66100.0
ACCOR,FR0000120404,248463.0,248463.0,302000.0,255000.0,249000.0,281000.0,252000.0,201000.0,316000.0,344000.0,704000.0
BOUYGUES,FR0000120503,2170000.0,2206600.0,1900000.0,2225000.0,1901000.0,2033000.0,2021000.0,1876200.0,1980000.0,1700000.0,2200000.0
QUADIENT,FR0000120560,2693.0,5505.0,14058.0,13711.0,13711.0,13865.0,10264.0,7042.0,6251.0,6251.0,6468.0
