NAME,ISIN,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
AXA,FR0000120628,113767.0,113767.0,121514.0,114231.0,87346.0,80652.0,73425.0,40894.0,31997.0,61136.0,42423.0
DANONE,FR0000120644,778566.0,778566.0,915747.0,920124.0,937000.0,960000.0,966979.0,1012673.0,936882.0,762805.0,922993.0655950736
PERNOD-RICARD,FR0000120693,,92379.0,77936.0,77936.0,55639.0,46270.0,29557.0,29557.0,29178.0,68555.0,73348.0
IMERYS,FR0000120859,1071425.0,1030000.0,1047000.0,1056000.0,1161000.0,1211000.0,1086000.0,984000.0,851000.0,702000.0,702000.0
BIC,FR0000120966,82575.0,82575.0,85434.0,89580.0,89742.0,88470.0,88432.0,70435.0,75231.0,65932.0,65932.0
LVMH,FR0000121014,307552.0,324079.0,344336.0,322972.0,315342.0,221819.0,182805.0,240420.0,219123.0,190051.0,90551.0
EURAZEO,FR0000121121,743266.0,1041491.0,22384.0,10696.0,13.0,27381.0,267332.0,212078.0,212078.0,242287.0,143.0
WENDEL,FR0000121204,1256152.0,1256152.0,287588.0,177160.0,467344.0,535540.0,421612.0,376117.0,99037.0,167224.0,167224.0
SODEXO,FR0000121220,75389.0,75389.0,68964.0,75718.0,45857.0,37110.0,35987.0,35987.0,20000.0,20000.0,21579.0
THALES,FR0000121329,160471.0,160471.0,149898.0,134372.0,136114.0,138000.0,152000.0,110000.0,110000.0,139000.0,127000.0
KERING,FR0000121485,104706.0,106058.0,117920.0,117003.0,111923.0,111923.0,135500.0,106226.0,89242.0,98360.0,102900.0
ESSILORLUXOTTICA,FR0000121667,20113.0,20113.0,331799.0,377623.0,441568.0,692508.0,724082.0,696843.0,696843.0,704804.0,819948.0
KLEPIERRE REIT,FR0000121964,79222.0,67262.0,111473.0,101585.0,94011.0,81534.0,67155.0,56417.0,56514.0,58550.0,32239.0
SCHNEIDER ELECTRIC,FR0000121972,361162.0,337126.0,377633.0,381269.0,386412.0,298736.0,373323.0,321153.0,153115.0,298461.0,89440.0
VEOLIA ENVIRON,FR0000124141,4807168.0,7700000.0,7700000.0,5300000.0,5200000.0,5100000.0,5200000.0,5200000.0,3800000.0,5000000.0,5700000.0
SAINT GOBAIN,FR0000125007,4460000.0,4460000.0,4200000.0,3619635.0,3564120.0,3100000.0,2700000.0,2500000.0,1900000.0,1400000.0,2683968.801923218
CAPGEMINI,FR0000125338,144632.0,144632.0,145772.0,139956.0,187405.0,175168.0,145598.0,114920.0,84995.0,78563.0,78944.0
VINCI,FR0000125486,208593.0,208593.0,450623.0,281554.0,248627.0,285034.0,240359.0,286311.0,295077.0,226385.0,285706.08
VIVENDI,FR0000127771,338692.0,51395.0,107440.0,107227.0,107227.0,117353.0,113174.0,138895.0,23430.0,18432.0,22042.0
LAGARDERE GROUPE,FR0000130213,65143.0,13639.0,58252.0,93974.0,93974.0,95754.0,106961.0,80646.0,80646.0,80646.0,80646.0
REMY COINTREAU,FR0000130395,586.0,586.0,1174.0,1911.0,2069.0,1081.0,878.0,612.0,612.0,1019.0,689.0
EIFFAGE,FR0000130452,21505.0,21505.0,26906.0,25361.0,25361.0,45928.0,36389.0,43636.0,43993.0,43993.0,11087.0
PUBLICIS GROUPE,FR0000130577,68576.0,68576.0,86315.0,86315.0,78890.0,60744.0,56646.0,40146.0,41185.0,42898.0,33462.0
SOCIETE GENERALE,FR0000130809,211514.0,205699.0,202418.0,196490.0,195022.0,172772.0,142815.0,116642.0,110981.0,150680.0,77645.0
BNP PARIBAS,FR0000131104,368208.0,350400.0,340405.0,322381.0,322381.0,288902.0,280789.0,233831.0,201473.0,197286.0,137287.0
ERAMET,FR0000131757,1461806.0,1461806.0,1932577.0,1145411.0,1144259.0,1609836.0,1609836.0,330000.0,300000.0,552230.0,602890.0
RENAULT,FR0000131906,582603.0,582603.0,567682.0,498122.0,603935.0,553367.0,585404.0,451493.0,277781.0,183201.0,173707.0
ORANGE,FR0000133308,1040244.0,1040244.0,1078491.0,1155796.0,1054687.0,1001900.0,1007045.0,990554.0,1199593.0,909177.0,716018.0
GECINA,FR0010040865,17479.0,9859.0,9230.0,9230.0,15071.0,15071.0,13563.0,7219.0,7219.0,8329.0,9310.8
ALSTOM,FR0010220475,324132.0,324132.0,60000.0,62000.0,65000.0,65000.0,70000.0,74197.0,125632.0,144632.0,131000.0
EUTELSAT COMMUNICATIONS,FR0010221234,23895.0,23895.0,694.0,619.0,639.0,636.0,636.0,636.0,5626.0,6130.0,5824.0
EDF DEAD - DELIST.08/06/23,FR0010242511,53090.0,200193.0,106718.0,112899.0,500000.0,470000.0,290000.0,300000.0,320773.0,400000.0,400000.0
LEGRAND,FR0010307819,104823.0,104823.0,109334.0,107769.0,107167.0,118879.0,112917.0,91000.0,91000.0,95803.0,77011.0
ARKEMA,FR0010313833,741137.0,1067000.0,1300000.0,1080000.0,1080000.0,822500.0,1142000.0,1103000.0,1061000.0,905000.0,943000.0
ADP,FR0010340141,34112.0,34112.0,32505.0,27903.0,22625.0,16919.0,30176.0,24159.0,24159.0,86676.0,88124.0
SCOR SE,FR0010411983,2250.0,2250.0,3209.0,3431.0,2289.0,2480.0,2774.0,2774.0,2000.0,2000.0,3864.0
GETLINK,FR0010533075,64745.0,64745.0,74173.0,35906.0,41976.0,40045.0,24489.0,12048.0,11658.0,11334.0,11111.0
VALEO,FR0013176526,,,663800.0,710900.0,710900.0,870500.0,892200.0,787910.0,787910.0,517000.0,517000.0
SPEEDY HIRE,GB0000163088,3958.0,3958.0,5410.0,5410.0,4736.0,5372.0,2985.0,2359.0,2359.0,2068.0,225.28
ANTOFAGASTA,GB0000456144,1626490.0,1533904.0,1412760.0,2000010.0,2071937.0,1391695.0,1393341.0,1290748.0,1311888.0,960650.0,960650.0
ASHTEAD GROUP,GB0000536739,18690.0,18690.0,33674.0,37048.0,34261.0,38415.0,36399.0,30532.0,30532.0,26977.0,36831.0
BARRATT REDROW,GB0000811801,13035.0,14053.0,11843.0,10804.0,9138.0,9138.0,5016.0,4700.0,4700.0,4802.0,5515.0
BELLWAY,GB0000904986,2843.0,3509.0,3395.0,3395.0,5050.0,5859.0,5155.0,4097.0,1780.0,1709.0,1709.0
BALFOUR BEATTY,GB0000961622,129212.0,120126.0,126534.0,126534.0,81657.0,71968.0,43561.0,42701.0,41779.0,35938.0,35938.0
BOOT (HENRY),GB0001110096,1215.0,1337.0,1122.0,1122.0,1133.0,2333.0,847.0,847.0,403.0,403.0,477.0
BRITISH LAND,GB0001367019,36264.0,38619.0,38710.0,34149.0,27301.0,20188.0,15373.0,12435.0,12435.0,11739.0,11739.0
TULLOW OIL,GB0001500809,6174.0,4179.0,4631.0,4763.0,4763.0,2996.0,1688.0,1281.0,500.0,1629.0,1629.0
WETHERSPOON (JD),GB0001638955,103420.0,103420.0,170048.0,157190.0,138864.0,93436.0,93436.0,68297.0,57079.0,65971.0,79044.0
BREWIN DOLPHIN DEAD - DELIST.28/09/22,GB0001765816,1616.0,2322.0,2258.0,2030.0,1751.0,1034.0,875.0,698.0,479.0,479.0,479.0
DIPLOMA,GB0001826634,3134.0,2015.0,2226.0,2732.0,2955.0,2955.0,3281.0,3568.0,7272.0,7359.0,7359.0
VISTRY GROUP,GB0001859296,1408.0,1408.0,1394.0,1627.0,1522.0,1336.0,970.0,1904.0,1904.0,5591.0,2604.2
GENUS,GB0002074580,7706.0,7706.0,22569.0,16798.0,17730.0,8398.0,6812.0,6825.0,6825.0,8597.0,8597.0
RATHBONES GROUP,GB0002148343,1084.0,1450.0,1450.0,1009.0,1009.0,851.0,680.0,455.0,368.0,423.0,423.0
CRANSWICK,GB0002318888,40781.0,40781.0,40781.0,40781.0,57728.0,45281.0,38241.0,37560.0,37560.0,33499.0,33499.0
DIAGEO,GB0002374006,58900.0,58900.0,86000.0,189000.0,179307.0,179307.0,165095.0,143905.0,142530.0,142530.0,155000.0
ELEMENTIS,GB0002418548,89500.0,89500.0,82265.0,78750.0,88365.0,96059.0,96059.0,104005.0,104005.0,93768.0,81365.0
BAE SYSTEMS,GB0002634946,679750.0,679750.0,607876.0,571859.0,528411.0,514187.0,484504.0,484504.0,268735.0,281182.0,243457.0
DERWENT LONDON,GB0002652740,6289.0,5527.0,5406.0,5406.0,4342.0,3538.0,2925.0,1947.0,1678.0,1503.0,1503.0
DEVRO DEAD - DELIST.14/04/23,GB0002670437,16435.0,16435.0,76805.0,76805.0,54656.0,65498.0,65975.0,60589.0,35138.0,35138.0,35138.0
BIG YELLOW GROUP,GB0002869419,5207.0,4776.0,4334.0,4334.0,3943.0,3373.0,2439.0,2038.0,2038.0,2357.0,2366.0
BRITISH AMERICAN TOBACCO,GB0002875804,389242.0,389242.0,363501.0,374976.0,357645.0,426000.0,452844.0,418000.0,393000.0,356000.0,342000.0
RS GROUP,GB0003096442,15800.0,15800.0,14800.0,12739.0,12739.0,9424.0,7471.0,4477.0,4477.0,6215.0,7753.0
SPECTRIS,GB0003308607,28686.0,35210.0,35470.0,35470.0,32513.0,39884.0,36669.0,30921.0,24739.0,24739.0,22596.85
FIRST GROUP,GB0003452173,393802.0,344076.0,172437.0,87886.0,61567.0,265924.0,262070.0,275097.0,275097.0,221420.0,204777.0
GAMES WORKSHOP,GB0003718474,3401.0,3401.0,3401.0,3401.0,4239.0,4426.0,4679.0,4679.0,3308.0,5002.0,4028.0
GO-AHEAD GROUP DEAD - DELIST.11/10/22,GB0003753778,536002.0,536002.0,641800.0,641842.0,520340.0,422818.0,371449.0,369439.0,318099.0,318099.0,318099.0
HALMA,GB0004052071,17105.0,17105.0,15083.0,15083.0,14458.0,13457.0,12316.0,10735.0,10735.0,10032.0,10032.0
STANDARD CHARTERED,GB0004082847,226727.0,226727.0,184912.0,186553.0,180014.0,139366.0,141771.0,113870.0,82761.0,47363.0,47363.0
HAYS,GB0004161021,5744.0,6916.0,6916.0,6171.0,5986.0,6172.0,5951.0,3902.0,3902.0,6716.0,4926.0
HILL AND SMITH,GB0004270301,22547.0,22547.0,23727.0,18086.0,21917.0,25815.0,19803.0,19803.0,14383.0,12404.0,12404.0
HUNTING,GB0004478896,33544.0,34059.0,26329.0,22888.0,26151.0,28255.0,28774.0,24963.0,14688.0,16644.0,16644.0
IMPERIAL BRANDS,GB0004544929,165664.0,168717.0,154302.0,160274.0,156312.0,153735.0,150348.0,147039.0,143990.0,132549.0,18896.0
MITIE GROUP,GB0004657408,3223.0,3223.0,2938.0,2763.0,2248.0,857.0,631.0,486.0,486.0,1182.0,1909.0
SPIRENT COMMUNICATIONS,GB0004726096,7094.0,7094.0,6747.0,6747.0,5968.0,6099.0,4641.0,4428.0,4128.0,4128.0,4208.2
KELLER,GB0004866223,6225.0,6225.0,9032.0,9032.0,10318.0,10025.0,9159.0,7094.0,6723.0,6723.0,6913.0
KIER GROUP,GB0004915632,12784.0,12784.0,16021.0,17189.0,14294.0,10277.0,10017.0,5929.0,5929.0,4255.0,5196.74
HSBC HOLDINGS,GB0005405286,688627.0,627728.0,542104.0,610245.0,566062.0,400740.0,446333.0,389727.0,386000.0,347000.0,347000.0
HOWDEN JOINERY GP.,GB0005576813,148938.0,26999.0,29578.0,29578.0,26342.0,21130.0,18517.0,11968.0,11585.0,11585.0,13725.0
LEGAL & GENERAL,GB0005603997,47746.0,47746.0,10855.0,38875.0,32573.0,32573.0,23716.0,23716.0,17356.0,17556.0,17556.0
MEARS GROUP,GB0005630420,2087.0,1467.0,1467.0,1467.0,1673.0,2008.0,2008.0,7376.0,6449.0,6449.0,6449.0
MEGGITT DEAD - DELIST.14/09/22,GB0005758098,100080.0,100080.0,94278.0,99840.0,95111.0,78053.0,78824.0,57917.0,57917.0,57917.0,57917.0
MORGAN ADVANCED MRA.,GB0006027295,238800.0,238800.0,244100.0,244100.0,218800.0,202200.0,191976.0,160126.0,124868.0,124868.0,161235.0
MOBICO GROUP,GB0006215205,62066.0,62066.0,66677.0,66317.0,95107.0,49153.0,49938.0,67879.0,73649.0,83577.0,83577.0
OXFORD INSTRUMENTS,GB0006650450,7969.0,7969.0,6980.0,6980.0,6103.0,5694.0,2587.0,2587.0,2587.0,2511.0,2511.0
ASSOCIATED BRIT.FOODS,GB0006731235,912467.0,912467.0,866590.0,908336.0,1019034.0,925000.0,830562.0,758000.0,711000.0,699000.0,643000.0
PEARSON,GB0006776081,115548.0,115548.0,88381.0,77579.0,61047.0,49921.0,47384.0,47384.0,23333.0,29034.0,29034.0
PERSIMMON,GB0006825383,4784.0,4784.0,4070.0,3909.0,3900.0,2950.0,3209.0,3480.0,3480.0,2380.0,2151.0
EUROMONEY INSTL.INVESTOR DEAD - DELIST.25/11/22,GB0006886666,3050.0,3050.0,3280.0,2200.0,2200.0,2272.0,1700.0,1100.0,1700.0,1700.0,1700.0
UNITE GROUP,GB0006928617,50352.0,50352.0,53943.0,47352.0,47352.0,42459.0,29205.0,34856.0,33784.0,31204.0,31204.0
PORVAIR,GB0006963689,3377.0,16029.0,16029.0,16029.0,7021.0,6829.0,8096.0,8096.0,7728.0,7728.0,7728.0
PRUDENTIAL,GB0007099541,133209.0,119292.0,91386.0,83386.0,77978.0,71835.0,71835.0,54155.0,50991.0,36638.0,19880.0
RIO TINTO,GB0007188757,14400000.0,12500000.0,12000000.0,11300000.0,11000000.0,10800000.0,9700000.0,9700000.0,8400000.0,7500000.0,7500000.0
RENISHAW,GB0007323586,13629.0,19176.0,16969.0,17187.0,17187.0,17964.0,3917.0,10283.0,10336.0,10049.0,8400.0
LIONTRUST ASSET MAN.,GB0007388407,165.0,125.0,122.0,122.0,111.0,212.0,212.0,2428.0,4119.0,62.0,62.0
RPS GROUP DEAD - DELIST.24/01/23,GB0007594764,4458.0,4458.0,4723.0,4516.0,4106.0,4505.0,2843.0,1738.0,1738.0,1738.0,1738.0
CLOSE BROTHERS GROUP,GB0007668071,5969.0,3691.0,3341.0,3341.0,3341.0,3686.0,2107.0,1633.0,1633.0,1285.0,1285.0
ST.JAMES'S PLACE ORD,GB0007669376,2218.0,1888.0,1984.0,2126.0,130.0,167.0,140.0,1641.0,2969.0,1730.0,1533.0
SSE,GB0007908733,1162936.0,1244185.0,1138000.0,1034000.0,832000.0,720000.0,650000.0,540000.0,540000.0,440000.0,440000.0
SENIOR,GB0007958233,61243.0,61243.0,56482.0,56482.0,59578.0,51226.0,51120.0,51120.0,38243.0,38243.0,38243.0
SERCO GROUP,GB0007973794,219533.0,219533.0,170276.0,136789.0,109064.0,83560.0,85481.0,72500.0,72500.0,52601.0,103448.0
BP,GB0007980591,6560000.0,6600000.0,6900000.0,6200000.0,6800000.0,5700000.0,5700000.0,4200000.0,2600000.0,1600000.0,2000000.0
SIG,GB0008025412,28998.0,13142.0,12307.0,12371.0,12371.0,8567.0,7455.0,4280.0,4944.0,4454.0,4536.0
MORGAN SINDALL GROUP,GB0008085614,10569.0,10569.0,9168.0,9168.0,6934.0,3632.0,2779.0,2789.0,2352.0,2069.0,2069.0
SMITH (DS) DEAD - DELIST.04/02/25,GB0008220112,576048.0,526000.0,526721.0,333000.0,352000.0,385000.0,385000.0,510000.0,764000.0,886062.0,891267.0
ME GROUP INTERNATIONAL,GB0008481250,5232.0,17565.0,17565.0,18325.0,15716.0,18938.0,20761.0,17933.0,25075.0,29401.0,29401.0
LLOYDS BANKING GROUP,GB0008706128,333212.0,333212.0,241008.0,205127.0,166617.0,130916.0,107113.0,87783.0,70748.0,59446.0,59446.0
TT ELECTRONICS,GB0008711763,94259.0,37736.0,39464.0,39464.0,33466.0,23143.0,26497.0,11259.0,14785.0,14785.0,11269.0
TAYLOR WIMPEY,GB0008782301,10526.0,11885.0,11885.0,10827.0,8236.0,6892.0,6172.0,6172.0,5406.0,4279.0,4279.0
TELECOM PLUS,GB0008794710,,903.0,2420.0,2420.0,2216.0,1407.0,1439.0,1439.0,1138.0,1086.0,746.0
ULTRA ELECTRONICS DEAD - DELIST.02/08/22,GB0009123323,23801.0,23833.0,16076.0,16076.0,14581.0,15752.0,15842.0,12343.0,11397.0,11397.0,11397.0
SMITH & NEPHEW,GB0009223206,66659.0,66659.0,77191.0,82415.0,76107.0,67886.0,67324.0,63191.0,64887.0,61817.0,61817.0
VP,GB0009286963,2068.0,2770.0,2770.0,2770.0,2877.0,3835.0,2358.0,2358.0,1925.0,1463.0,1463.0
VICTREX,GB0009292243,7005.0,13738.0,16728.0,15871.0,13667.0,12689.0,11024.0,9212.0,8293.0,10673.0,10673.0
WEIR GROUP,GB0009465807,129900.0,129900.0,91621.0,98997.0,100437.0,103493.0,144661.0,105205.0,110035.0,106136.0,106136.0
DECHRA PHARMACEUTICALS DEAD - DELIST.17/01/24,GB0009633180,6442.0,1547.0,1547.0,3130.0,3890.0,3890.0,4989.0,4989.0,5261.0,4896.0,4896.0
BABCOCK INTERNATIONAL,GB0009697037,168474.0,110129.0,127777.0,80337.0,114515.0,104074.0,64294.0,55326.0,55326.0,49496.0,46114.0
ASTRAZENECA,GB0009895292,275100.0,275100.0,273500.0,292363.0,278870.0,294906.0,213718.0,212003.0,207005.0,195126.0,195126.0
PAGEGROUP,GB0030232317,7659.0,4420.0,4935.0,4703.0,4948.0,5379.0,4413.0,3264.0,4454.0,4454.0,3288.71
BT GROUP,GB0030913577,70243.0,70243.0,1027619.0,1354649.0,1048533.0,795642.0,720878.0,624678.0,554243.0,498302.0,498302.0
MARKS & SPENCER GROUP,GB0031274896,338807.0,367000.0,328000.0,327855.0,248000.0,193000.0,165111.0,141000.0,140175.0,140175.0,137000.0
BARCLAYS,GB0031348658,786547.0,732096.0,500086.0,538783.0,250897.0,197365.0,185743.0,159500.0,124226.0,103422.0,103422.0
INTERTEK GROUP,GB0031638363,145048.0,142510.0,137024.0,137024.0,126069.0,119331.0,128693.0,122867.0,122037.0,113823.0,113270.0
BURBERRY GROUP,GB0031743007,40060.0,40060.0,40275.0,37053.0,32225.0,29111.0,23771.0,23771.0,25866.0,25866.0,17692.0
NEXT,GB0032089863,159708.0,117950.0,129491.0,109584.0,89687.0,70693.0,60440.0,43656.0,47334.0,43323.0,43323.0
BLOOMSBURY PBL.,GB0033147751,2746.0,2746.0,372.0,372.0,553.0,615.0,319.0,291.0,128.0,194.0,267.0
KINGFISHER,GB0033195214,278665.0,278665.0,246775.0,212592.0,184996.0,184996.0,146409.0,146409.0,105056.0,95870.0,95870.0
CHESNARA,GB00B00FPT80,2556.0,2556.0,1535.0,884.0,1756.0,2301.0,192.0,147.0,147.0,142.0,142.0
MARSHALLS,GB00B012BV22,14280.0,16800.0,16436.0,14251.0,12106.0,10670.0,10430.0,10430.0,8232.0,6664.0,6243.0
SAINSBURY J,GB00B019KW72,735961.0,735961.0,722512.0,722512.0,585107.0,585107.0,352644.0,329425.0,274637.0,274637.0,247142.54
ADMIRAL GROUP,GB00B02J6398,6795.0,5908.0,6327.0,2639.0,2120.0,1717.0,1649.0,909.0,3039.0,2803.0,1918.0
CENTRICA,GB00B033F229,114753.0,131395.0,120539.0,87216.0,58594.0,38734.0,37347.0,37347.0,40299.0,16261.0,16261.0
GRAINGER,GB00B04V1276,956.0,1546.0,1413.0,1413.0,989.0,613.0,836.0,844.0,838.0,959.0,959.0
IG GROUP HOLDINGS,GB00B06QFB75,7084.0,3542.0,4008.0,3969.0,3769.0,3139.0,2711.0,2743.0,4947.0,2394.0,2238.4
ESSENTRA,GB00B0744359,63361.0,74039.0,104820.0,95748.0,87051.0,82936.0,82936.0,55327.0,53070.0,53070.0,50312.0
BUNZL,GB00B0744B38,30465.0,31204.0,33843.0,32201.0,30451.0,31615.0,29594.0,27421.0,25043.0,27895.0,28011.0
RENTOKIL INITIAL,GB00B082RF11,26102.0,26102.0,21443.0,23036.0,17239.0,16282.0,17195.0,15390.0,15622.0,16655.0,16655.0
HELICAL REIT,GB00B0FYMT95,2618.0,2618.0,2408.0,2408.0,3628.0,1794.0,1789.0,1333.0,1333.0,895.0,854.0
STHREE,GB00B0KM9T71,4776.0,2889.0,1947.0,1947.0,1862.0,1393.0,1393.0,1406.0,408.0,408.0,414.0
HIKMA PHARMACEUTICALS,GB00B0LCW083,15547.0,15547.0,83520.0,78279.0,78279.0,92421.0,91379.0,91379.0,90031.0,81579.0,84006.0
BRITVIC DEAD - DELIST.20/01/25,GB00B0N8QD54,39588.0,42704.0,36711.0,39456.0,35150.0,29692.0,34765.0,36916.0,31363.0,31014.0,31014.0
LONDON STOCK EXCHANGE GROUP,GB00B0SWJX34,21451.0,21451.0,23895.0,24344.0,22492.0,19169.0,18052.0,14279.0,106566.0,69833.0,72923.0
QINETIQ GROUP,GB00B0WMWD03,,37613.0,36722.0,36722.0,31210.0,33096.0,16298.0,13572.0,13572.0,11358.0,11358.0
RESTAURANT GROUP DEAD - DELIST.22/12/23,GB00B0YG1K06,50978.0,50978.0,59290.0,55349.0,45865.0,34127.0,35412.0,17924.0,15257.0,15257.0,15257.0
UNILEVER (UK),GB00B10RZP78,939457.0,919803.0,918301.0,864936.0,793472.0,827091.0,410159.0,171906.0,144752.0,117773.0,110000.0
IP GROUP,GB00B128J450,12.0,75.0,104.0,104.0,74.0,160.0,126.0,20.0,41.0,41.0,24.0
SAVILLS,GB00B135BJ46,5310.0,5310.0,6808.0,6450.0,6450.0,6697.0,6719.0,5871.0,5630.0,5462.0,5055.0
PZ CUSSONS,GB00B19Z1432,48680.0,48680.0,20124.0,20124.0,18828.0,16915.0,12047.0,10559.0,10559.0,7048.0,6250.0
SEVERN TRENT,GB00B1FH8J72,330679.0,357756.0,357756.0,294426.0,279393.0,217726.0,199635.0,182768.0,182768.0,149964.0,149964.0
MITCHELLS & BUTLERS,GB00B1FP6H53,162903.0,162903.0,217461.0,201584.0,163960.0,149721.0,118696.0,118696.0,64558.0,65671.0,65671.0
HOCHSCHILD MINING,GB00B1FW5029,55438.0,55438.0,78163.0,88646.0,94249.0,94249.0,90602.0,82869.0,60437.0,53802.0,68116.0
LSL PROPERTY SERVICES,GB00B1G5HX72,1400.0,1400.0,1400.0,1400.0,3553.0,4400.0,1535.0,2517.0,2517.0,24.0,24.0
MARSTON'S,GB00B1JQDM80,67355.0,67355.0,102296.0,117171.0,118848.0,125156.0,96190.0,79491.0,71297.0,66672.0,66672.0
WHITBREAD,GB00B1KJJ408,155297.0,155297.0,174405.0,185747.0,177090.0,95501.0,85816.0,54992.0,73669.0,75567.0,75567.0
RANK GROUP,GB00B1L5QH97,55002.0,55002.0,38556.0,32605.0,32135.0,32135.0,32135.0,14064.0,12897.0,12897.0,11631.0
DRAX GROUP,GB00B1VNSX38,262000.0,249000.0,216000.0,151000.0,127000.0,248000.0,322000.0,322000.0,323000.0,333000.0,333000.0
SMITHS GROUP,GB00B1WY2338,,,81876.0,66821.0,62000.0,55841.0,47312.0,47312.0,52647.0,32539.0,25955.0
ANGLO AMERICAN,GB00B1XZS820,9732210.0,9294022.0,9530000.0,8900000.0,8000000.0,6400000.0,6900000.0,6130000.0,5740000.0,5000000.0,5000000.0
3I GROUP,GB00B1YW4409,275.0,275.0,399.0,854.0,594.0,483.0,453.0,259.0,259.0,321.0,159.0
CAPITA,GB00B23K0M20,,,77332.0,77332.0,71437.0,66959.0,41894.0,28359.0,24088.0,21137.0,21137.0
RECKITT BENCKISER GROUP,GB00B24CGK77,,206955.0,222102.0,217312.0,164040.0,213966.0,273688.0,256993.0,254801.0,237471.0,237471.0
SEVERFIELD,GB00B27YGJ97,6179.0,6179.0,6179.0,6179.0,5390.0,6709.0,3695.0,3597.0,3597.0,3374.0,3106.0
RELX,GB00B2B0DG97,111036.0,109129.0,95947.0,91913.0,84590.0,74279.0,68229.0,53131.0,43445.0,37270.0,36616.0
PARAGON BANKING GROUP,GB00B2NGPM57,2447.0,2447.0,1893.0,1892.0,1892.0,2121.0,995.0,697.0,641.0,540.0,540.0
WH SMITH,GB00B2PDGW16,32616.0,33418.0,30544.0,30544.0,25582.0,26989.0,16152.0,21005.0,14481.0,18625.0,18625.0
UNITED UTILITIES GROUP,GB00B39J2M42,298768.0,298768.0,302791.0,277727.0,227257.0,187171.0,164521.0,149030.0,149030.0,134492.0,126815.0
DE LA RUE ORD,GB00B3DGH821,51652.0,51652.0,36870.0,36084.0,30350.0,30350.0,30350.0,15548.0,15548.0,13778.0,11318.0
BODYCOTE,GB00B3FLWH99,219912.0,213400.0,213481.0,184000.0,189800.0,189300.0,174400.0,150300.0,140900.0,140900.0,129800.0
ZIGUP,GB00B41H7391,41629.0,4348.0,4343.0,4766.0,4189.0,3094.0,3094.0,2957.0,2743.0,4284.0,4165.0
CHEMRING GROUP,GB00B45C9X44,218.0,218.0,31336.0,23673.0,21903.0,21903.0,21903.0,13187.0,13975.0,14798.0,14798.0
WOOD GROUP (JOHN),GB00B5N0P849,4325.0,10906.0,4433.0,3370.0,2213.0,2174.0,101503.0,75664.0,75664.0,45266.0,38504.0
SEGRO,GB00B5ZN1N88,26645.0,28571.0,21438.0,12959.0,4456.0,4456.0,2244.0,2357.0,2859.0,4835.0,2516.0
INCHCAPE,GB00B61TVQ02,457276.0,66629.0,74832.0,44795.0,44795.0,49121.0,46629.0,41179.0,37078.0,37078.0,22223.0
ROLLS-ROYCE HOLDINGS,GB00B63H8491,300000.0,300000.0,360000.0,358000.0,336000.0,291000.0,247583.0,193987.0,176542.0,169572.0,146674.0
GREGGS,GB00B63QSB39,95296.0,95296.0,89375.0,82153.0,70966.0,61938.0,57294.0,89375.0,46318.0,47716.0,47716.0
WORKSPACE GROUP,GB00B67G5X01,11315.0,12405.0,12366.0,12366.0,10110.0,8863.0,7179.0,4719.0,5168.0,6437.0,6437.0
BARR (AG),GB00B6XZKY75,11096.0,11096.0,11096.0,11096.0,8947.0,11149.0,5719.0,4886.0,5751.0,5751.0,4459.16
EASYJET,GB00B7KR2P84,79364696.0,79364696.0,156347.0,140942.0,153075.0,165732.0,162572.0,976.0,788.0,2289.0,3625.05
VESUVIUS,GB00B82YXW83,,61237.0,104000.0,98000.0,120000.0,113000.0,107000.0,96000.0,96000.0,99000.0,99000.0
THE SAGE GROUP,GB00B8C3BL03,17943.0,15796.0,15078.0,13877.0,13877.0,11343.0,10524.0,7172.0,4181.0,3505.0,3505.0
COCA COLA EUROPACIFIC PARTNERS,GB00BDCPN049,,,70072.0,28197.0,191046.0,172505.0,169971.0,144011.0,123838.0,303597.0,292243.0
IMI,GB00BGLP8L22,47500.0,47500.0,43000.0,42500.0,42000.0,45250.0,45250.0,33033.0,33033.0,28654.0,27997.0
VODAFONE GROUP,GB00BH4HKS39,2403021.0,2403021.0,2570000.0,2770000.0,2776762.0,1910000.0,1660000.0,1100000.0,1100000.0,2080000.0,2080000.0
INFORMA,GB00BMJ6DW54,,28068.0,7373.0,7373.0,7181.0,8689.0,6697.0,5305.0,5305.0,4063.0,4063.0
DIGNITY DEAD - DELIST.25/05/23,GB00BRB37M78,6648.0,7151.0,7455.0,7103.0,423.0,174.0,59.0,53.0,0.0,0.0,0.0
COMPUTACENTER,GB00BV9FP302,,22856.0,22856.0,22856.0,19310.0,16669.0,16935.0,8216.0,3302.0,3302.0,9278.0
ROTORK,GB00BVFNZH21,,5317.0,6741.0,7802.0,7802.0,6250.0,6250.0,5713.0,5286.0,4122.0,4122.0
SPIRAX GROUP,GB00BWFGQN14,,16695.0,13391.0,13391.0,13350.0,20446.0,19497.0,18178.0,18178.0,17974.0,17974.0
BEAZLEY,GB00BYQ0JC66,,,1204.0,1202.0,1247.0,1429.0,692.0,870.0,905.0,905.0,1144.0
PRIMARY HEALTH PROPS.,GB00BYRJ5J14,,6509.0,8063.0,7614.0,6729.0,7454.0,7568.0,10573.0,15125.0,10.0,10.0
INTERMEDIATE CAPITAL GP.,GB00BYT1DJ19,,,970.0,852.0,603.0,535.0,448.0,396.0,396.0,194.0,250.0
