NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
BASF,DE000BASF111,1461.44,1687.35,1879.97,1645.3,1619.18,2568.97,3362.24,3858.93,5151.84,6573.63,3751.74,6358.9,9756.26,10261.75,12811.39,14808.41,12886.26,9760.49,14536.35,17401.71,11841.04,11701.35,14668.48,14674.74,11660.69,10555.66
BAYER,DE000BAY0017,1827.13,2061.01,2621.01,1649.55,911.64,1744.71,2098.36,2660.46,3968.0,5465.72,3994.95,4681.29,5586.06,5640.9,7569.37,10645.58,11807.55,9188.36,9576.22,10909.34,7195.0,8273.73,6857.75,6416.77,6900.22,3524.01
COMMERZBANK,DE000CBK1001,920.01,1021.43,938.47,549.52,230.48,687.0,762.42,1225.45,1526.61,1080.7,177.83,287.3,306.57,125.83,95.04,114.55,82.4,52.83,55.99,104.03,46.39,43.55,45.9,67.79,74.57,78.26
E ON N,DE000ENAG999,2227.3,1729.98,2400.88,2263.93,1837.89,3252.09,4444.63,5622.78,8037.26,10617.34,5939.93,6552.88,6621.03,4827.95,3786.1,4525.76,3794.3,2798.51,2378.0,3308.41,3639.95,4155.26,3952.22,5452.22,4305.24,5563.73
K S N,DE000KSAG888,561.47,584.16,740.66,931.62,865.32,1656.42,2758.82,3826.04,6462.63,14717.59,13437.69,14660.92,20833.83,14578.74,12425.66,9492.74,9363.67,6525.84,7833.95,8602.19,6124.13,3334.14,3787.87,7202.31,7739.83,4805.28
PROSIEBENSAT 1 MEDIA,DE000PSM7770,101.68,206.36,306.42,42.4,59.41,183.55,170.1,214.15,318.31,191.88,26.78,150.83,390.15,311.69,446.9,749.56,760.0,863.28,746.97,704.85,344.91,294.65,417.3,358.91,255.18,139.82
CARLSBERG B,DK0010181759,348.27,225.03,401.71,323.01,299.48,343.77,395.04,460.77,860.52,854.95,329.13,738.9,1095.08,821.32,1163.53,1102.67,854.57,976.7,1050.57,1389.98,1432.17,1808.95,1975.71,2164.66,1830.14,1862.52
ROCKWOOL B,DK0010219153,18.89,16.15,11.24,8.58,8.94,22.66,41.1,68.43,135.18,119.18,42.71,76.06,79.73,71.17,86.33,138.6,87.69,112.78,132.88,211.96,219.17,204.54,308.97,307.04,249.57,251.16
FLSMIDTH AND B,DK0010234467,133.99,130.81,100.48,63.53,55.42,79.99,137.31,204.45,558.31,682.51,244.07,493.96,704.85,643.64,515.89,474.18,396.36,315.33,424.64,573.43,447.46,352.53,361.85,330.68,447.08,421.79
A P MOLLER MAERSK B,DK0010244508,421.47,673.07,610.86,437.29,444.38,1150.55,1168.64,1337.86,1487.71,1347.87,809.39,1120.02,1456.03,1194.46,1237.0,1815.32,1678.15,1227.65,1602.13,1676.84,1303.43,1405.27,2561.55,4123.74,3021.27,3404.77
GN STORE NORD,DK0010272632,1307.39,2319.41,3368.52,886.47,508.54,1383.36,2007.66,2693.78,2844.43,1017.1,418.11,1084.91,1811.24,1986.28,3122.74,4619.22,4327.96,3426.0,4437.66,6579.39,8734.21,10982.37,16425.03,11701.02,5517.71,4777.53
DANSKE BANK,DK0010274414,1051.82,788.92,1491.18,1326.39,1481.49,2339.98,2858.08,3654.26,5143.95,3820.52,1054.99,2766.02,3022.19,1908.5,2433.4,3108.53,3286.95,3755.73,4669.94,5695.09,2826.67,2738.76,2879.05,3173.12,3237.05,4763.64
NKT,DK0010287663,188.21,165.44,634.72,230.09,223.35,464.84,695.72,1182.19,2266.22,1859.37,614.08,1476.75,1549.08,1174.23,938.88,1642.7,1516.55,1587.72,2236.41,2415.3,1053.82,1429.19,2877.57,2863.9,4193.01,5263.27
JYSKE BANK,DK0010307958,638.56,668.31,791.82,732.88,1059.96,2117.64,2678.99,3754.55,6139.7,4712.21,1685.04,3039.19,3657.04,2718.43,2534.81,4287.0,3748.15,3535.25,4378.69,4775.73,3376.5,3472.59,3435.27,5451.98,6300.05,6719.62
SYDBANK,DK0010311471,137.86,123.07,146.51,192.35,277.05,595.09,778.06,1039.28,2122.7,1405.73,541.92,1085.03,1215.56,813.48,804.51,1105.82,1209.08,1230.61,1558.79,1954.24,1147.27,1199.64,1147.28,2139.31,2595.85,2793.39
DSV,DK0060079531,204.86,250.27,359.46,285.13,241.26,565.44,920.47,1748.1,2207.73,2403.24,1358.84,2103.65,2711.47,2708.17,3226.15,4138.63,4003.03,5044.35,6502.26,10594.33,10739.71,15574.66,22311.81,27555.38,24645.04,24049.79
NOVOZYMES B,DK0060336014,,,14.7,13.28,14.33,27.8,32.79,41.09,63.23,55.75,59.47,72.65,104.09,110.52,130.98,165.96,180.58,168.13,161.09,205.17,179.84,224.39,260.66,270.19,226.37,231.78
COLOPLAST B,DK0060448595,276.07,214.38,239.37,325.0,335.68,482.5,521.44,679.88,924.55,839.48,741.06,1173.62,1539.26,1730.03,2978.48,4367.22,4703.67,4653.36,4523.26,5399.11,6417.9,9432.27,11438.77,10507.83,8588.32,8727.8
TOPDANMARK DEAD - DELIST.21/10/24,DK0060477503,25.84,22.54,35.24,31.23,35.14,71.1,92.2,127.88,231.63,182.69,149.0,151.97,183.81,206.83,279.73,336.38,436.93,312.0,336.39,584.11,649.63,667.23,688.84,892.67,921.77,833.91
TRYG,DK0060636678,,,,,,,,22.72,37.97,33.5,30.93,31.72,29.53,32.12,45.74,56.47,76.24,62.17,67.01,89.78,107.07,130.69,139.86,139.56,136.66,131.77
DEMANT,DK0060738599,61.86,112.45,245.41,114.08,91.54,172.15,236.49,284.66,417.91,313.42,165.59,364.2,391.91,426.49,429.51,456.67,367.98,419.09,459.93,735.65,784.47,832.24,926.8,1045.99,784.22,1218.36
ATRESMEDIA CORP,ES0109427734,,,,,,184.74,268.4,411.13,356.11,220.28,82.04,178.21,198.14,144.51,130.8,428.56,349.86,234.29,269.12,267.84,128.39,101.16,126.19,127.34,127.49,146.69
EBRO FOODS,ES0112501012,199.66,112.47,115.43,118.17,113.84,187.43,225.79,270.63,392.52,285.88,205.37,338.41,401.17,395.15,395.3,464.39,369.44,424.96,466.0,582.17,484.19,494.98,580.0,532.06,497.32,488.7
BBV.ARGENTARIA,ES0113211835,938.6,832.67,1035.22,764.6,583.3,954.52,1255.1,1481.59,2052.44,1579.36,824.66,1179.1,1177.26,979.78,1029.69,1395.26,1106.11,812.34,856.04,1198.45,804.9,833.61,807.57,1023.89,1195.24,1687.24
BANKINTER 'R',ES0113679I37,306.94,524.69,334.73,233.61,213.79,386.73,482.08,559.42,803.96,695.42,450.96,463.69,389.25,431.52,317.84,823.33,722.42,721.06,825.02,1219.91,844.69,788.59,708.06,1114.91,1262.82,1139.44
BANCO DE SABADELL,ES0113860A34,,,,79.01,77.47,141.04,162.4,193.21,324.47,249.72,149.73,147.55,140.24,129.43,93.11,136.35,114.23,88.72,80.54,120.93,54.04,52.73,28.27,57.34,75.63,78.0
BANCO SANTANDER,ES0113900J37,560.31,620.02,662.25,474.11,391.17,774.94,821.04,989.12,1355.82,1259.44,663.34,1147.91,1167.85,903.59,913.75,1167.88,993.28,625.03,851.88,1150.84,771.49,744.07,615.25,706.14,728.51,791.36
NATURGY ENERGY,ES0116870314,3857.72,2203.26,2095.42,2113.13,2329.25,3010.6,3683.99,3726.32,5675.19,7013.42,3084.89,3152.93,3022.27,3282.77,4033.89,5443.43,5230.98,4286.08,4780.34,5584.89,7284.52,7325.65,7634.58,9901.73,9046.24,8633.71
CORPORACION FINCA.ALBA,ES0117160111,224.34,278.95,210.18,190.19,186.27,269.56,359.91,457.31,662.59,538.33,340.85,461.08,588.0,470.21,527.0,649.62,567.8,465.97,563.43,751.44,616.14,637.62,641.41,776.57,635.84,701.74
INDRA SISTEMAS,ES0118594417,113.95,166.79,148.76,125.28,105.63,214.41,274.1,306.9,422.95,415.33,366.6,369.19,365.48,286.05,266.22,391.03,235.12,210.92,251.65,316.33,233.48,272.24,201.59,230.55,276.25,401.89
FOMENTO CONSTR.Y CNTR.,ES0122060314,304.63,167.61,183.57,199.22,217.91,371.96,503.64,664.85,1145.95,683.53,320.3,432.73,390.48,335.99,169.06,372.5,240.91,145.37,172.46,222.74,291.46,260.54,252.11,269.89,211.72,303.71
MAPFRE,ES0124244E34,150.64,95.98,159.48,131.71,172.0,326.27,326.56,394.81,611.35,486.35,361.06,472.85,518.61,508.62,462.26,692.51,573.25,383.87,568.48,650.03,548.33,553.09,435.96,522.3,501.67,590.07
ACCIONA,ES0125220311,1128.03,814.75,645.22,607.5,815.02,1198.81,1704.75,2452.12,4182.12,4689.03,2410.19,2380.63,2044.93,1913.64,1507.3,1594.02,1803.28,1905.59,2019.69,2249.72,2625.5,3379.81,4515.91,5039.89,5988.87,3830.24
ENDESA,ES0130670112,1646.85,1215.24,1200.54,997.14,815.31,1437.72,1780.76,2331.23,4285.78,4035.75,2915.05,3670.97,3927.98,2768.25,3148.19,4522.65,5629.99,5627.19,6481.71,6926.43,8781.13,10175.89,10125.55,9004.28,8493.17,9013.15
ENAGAS,ES0130960018,,,,,110.44,194.55,289.33,337.12,421.44,496.57,339.08,411.08,447.28,443.58,539.71,672.97,783.29,771.24,673.55,743.5,872.87,872.81,737.94,793.99,714.23,669.72
ACERINOX 'R',ES0132105018,658.02,889.2,803.85,839.94,895.98,1172.58,1779.13,1703.0,2967.69,2555.83,1556.46,2120.55,2140.54,1907.49,1441.5,1854.07,2140.07,1520.4,2227.21,2221.83,1757.0,1801.24,2124.4,2522.59,2122.1,2379.04
FAES FARMA,ES0134950F36,263.83,194.55,303.08,307.17,347.07,578.66,748.85,933.27,2323.67,1276.02,532.46,656.36,618.02,330.05,492.02,660.7,469.21,609.07,805.56,786.93,883.75,1317.15,1164.53,1035.39,1014.77,947.76
OBRASCON HUARTE LAIN,ES0142090317,1456.68,593.56,600.5,600.78,564.54,1008.93,1260.63,2364.09,4859.46,4047.46,1688.98,3297.08,4782.6,4290.3,4786.11,6928.84,3993.85,1510.79,984.51,1678.06,301.85,379.7,215.49,336.14,192.86,142.43
IBERDROLA,ES0144580Y14,784.28,558.62,723.12,607.55,772.24,1092.54,1380.35,1658.56,2692.12,3542.53,1876.1,2081.27,2403.66,1834.69,1605.95,2146.43,2457.41,2623.52,2492.48,3157.59,3582.88,5116.57,6373.88,5337.26,5857.85,6156.39
INDITEX,ES0148396007,,,,131.25,164.3,138.49,200.61,242.5,410.57,349.1,305.74,456.5,582.27,719.64,1131.72,1265.43,1252.51,1350.62,1431.45,1449.7,1255.27,1620.45,1475.64,1357.87,1520.54,2114.74
MEDIASET ESPANA COMUNICACION,ES0152503035,,,,,,,206.06,261.81,287.49,230.95,98.74,173.89,196.65,101.24,108.52,196.62,195.6,163.03,204.85,196.18,125.79,107.58,108.34,90.53,68.59,
MINOR HOTELS EUROPE & AMERICAS,ES0161560018,225.14,176.45,235.21,163.74,156.17,211.65,245.76,288.31,420.08,252.54,79.57,103.35,149.29,81.12,92.77,147.79,117.65,90.89,103.6,167.34,121.55,137.44,98.48,93.09,101.54,112.43
ACS ACTIV.CONSTR.Y SERV.,ES0167050915,242.6,123.07,165.59,168.79,225.3,355.67,533.63,744.55,1226.2,1081.0,1009.28,1103.24,1209.32,876.36,682.85,1169.34,1173.68,843.87,1094.15,1363.91,1539.78,1340.93,1404.55,1196.64,1499.88,2122.08
PROMOTORA DE INFIC. A PRRDE.INFORMACIONES,ES0171743901,,,82.86,41.93,33.47,85.44,100.1,92.12,98.76,72.74,14.11,23.88,14.2,5.73,1.79,2.85,1.53,0.96,0.96,0.74,0.58,0.46,0.39,0.23,0.13,0.11
GRIFOLS ORD CL A,ES0171996087,,,,,,,,,307.14,444.71,345.27,293.85,329.32,445.23,757.87,1197.52,962.58,995.91,1049.38,1440.64,1287.56,1720.11,1410.87,849.65,746.91,555.67
REDEIA CORPORACION,ES0173093024,,71.79,134.44,125.57,155.81,252.84,355.15,486.02,682.97,924.91,710.55,810.16,931.71,875.81,1028.45,1464.71,1766.42,1783.38,1617.87,1894.96,2230.4,2020.75,1967.86,2225.82,2045.93,1953.75
REPSOL YPF,ES0173516115,675.93,740.71,679.96,466.56,562.51,862.92,1080.84,1185.5,1448.26,1344.5,889.28,1068.01,1642.22,1451.82,1208.96,1457.86,1264.92,767.7,1112.47,1451.47,1453.98,1271.68,1040.29,1372.57,1668.68,1647.63
TELEFONICA,ES0178430E18,1245.18,2430.81,1603.3,1042.1,895.62,1665.58,1911.31,1665.56,2564.8,3338.09,2361.22,2942.78,3501.52,2662.62,2157.04,2553.15,2592.82,1942.35,1888.82,1999.76,1818.98,1536.69,1133.23,1297.04,1080.99,1191.61
SACYR,ES0182870214,222.0,103.13,124.76,116.87,181.06,310.49,343.29,556.69,1419.78,646.48,220.62,237.84,250.96,130.81,63.64,147.09,121.73,51.81,77.33,97.93,78.84,101.57,83.77,98.28,122.81,142.0
ZARDOYA OTIS DEAD - DELIST.09/05/22,ES0184933812,1163.48,740.14,967.08,1151.98,1700.52,2979.34,4379.48,4793.79,7218.31,5409.79,4924.0,5241.03,5137.72,5033.8,5431.25,7074.73,5301.05,4961.09,4249.68,5704.73,4431.43,4327.99,4048.75,4924.46,,
KESKO B,FI0009000202,294.22,255.27,261.95,243.22,334.86,602.03,989.24,1168.14,2215.12,1865.27,968.45,1555.67,2177.4,1629.67,1767.48,2335.08,2176.74,2468.98,3139.02,3997.68,4290.58,5592.55,8156.12,9968.73,7151.97,6763.38
TIETOEVRY,FI0009000277,2545.5,4400.69,2189.59,1659.79,1000.02,2510.97,2682.39,3037.83,2363.21,1670.77,1146.86,2200.43,2188.47,1642.83,2609.6,2801.21,3354.04,3567.26,3802.0,5245.68,4510.31,5479.87,5665.26,5339.4,5747.93,4664.25
HUHTAMAKI,FI0009000459,328.79,277.13,231.12,311.77,365.89,500.76,628.32,737.61,784.72,495.07,349.28,662.04,756.13,703.28,1023.14,1567.49,1689.63,2168.78,2323.51,2610.81,2202.08,3030.95,3444.25,2803.22,2723.39,2984.6
NOKIA,FI0009000681,7792.79,22961.25,15187.41,10619.46,6690.24,10523.9,7887.97,9210.84,11729.79,18631.06,7518.86,7732.02,6874.04,3340.55,2845.96,5022.62,5821.55,4651.73,3898.41,4638.84,5144.44,3832.21,3802.24,5104.52,4181.2,3305.19
UPONOR DEAD - DELIST.30/04/24,FI0009002158,155.73,185.31,208.18,209.13,260.18,463.01,616.74,804.7,1347.06,908.97,459.62,812.45,845.58,545.35,749.59,903.39,837.24,827.04,1035.6,1193.59,710.13,901.53,1600.62,1592.56,1296.63,2316.8
OUTOKUMPU 'A',FI0009002422,197.35,286.87,193.31,273.67,244.03,366.83,545.38,531.44,1164.36,1047.12,479.66,622.94,652.83,302.95,144.01,79.96,91.28,42.05,168.86,130.7,68.68,84.18,86.63,125.83,101.42,83.97
WARTSILA,FI0009003727,293.86,306.76,327.72,386.44,328.0,617.02,1196.7,1725.38,3230.06,3343.98,1784.2,3012.71,5556.28,5098.61,7360.58,8860.09,7615.65,7360.74,8988.62,12288.43,8493.64,7024.8,5906.03,7326.22,6274.82,9666.9
NOKIAN RENKAAT,FI0009005318,628.52,681.65,327.29,445.69,701.84,1699.41,2966.61,3171.44,4180.07,6844.91,2418.96,5167.82,8597.2,9281.36,10996.15,11169.01,8135.03,10677.0,11814.36,14421.26,10903.55,9357.15,13992.57,12799.19,4250.29,3978.86
KONECRANES,FI0009005870,245.22,285.11,241.79,232.01,198.51,328.83,428.25,514.13,1273.19,1133.03,788.45,1197.02,2087.04,1417.85,1728.22,1702.41,1935.4,1275.95,2221.71,2891.1,2119.46,2314.82,2920.19,2845.32,2398.79,3736.92
STORA ENSO R,FI0009005961,327.3,551.7,389.37,516.51,404.02,538.51,630.53,624.36,809.6,635.35,340.58,321.3,669.12,439.32,408.96,693.22,649.95,553.61,763.13,1279.78,1070.49,1081.88,1530.2,1766.3,1308.93,1116.37
UPM-KYMMENE,FI0009005987,491.08,646.2,591.48,708.1,624.49,819.22,1003.11,982.89,1337.52,898.01,549.34,625.57,1268.73,886.04,830.28,1270.1,1464.87,1368.58,2025.78,3076.32,2893.5,3143.96,3822.12,4030.81,4262.44,3746.12
FORTUM,FI0009007132,91.34,79.12,73.84,95.94,134.61,217.5,418.67,738.86,916.95,1429.53,744.01,989.44,1246.06,1062.62,885.7,1163.4,1217.0,791.32,949.76,1453.33,1702.15,1844.16,2150.61,2434.09,1390.31,1260.9
SANOMA,FI0009007694,1617.57,1322.33,1115.03,1011.66,985.89,2327.66,3044.79,3013.33,3662.18,3180.83,1690.93,3265.78,3826.3,2365.41,1893.61,1387.14,1257.42,910.29,1768.17,2765.79,2367.6,2824.88,5062.28,3958.74,2993.96,1984.02
ELISA,FI0009007884,,199.93,76.9,46.98,30.3,68.38,83.64,101.59,167.8,173.9,110.37,161.19,177.2,194.5,197.36,270.31,291.61,420.67,396.65,540.45,551.24,840.2,833.87,886.49,863.3,715.64
NESTE,FI0009013296,,,,,,,,181.28,195.61,195.73,99.13,109.37,134.05,99.58,118.02,171.68,228.82,277.55,309.69,675.19,960.4,1309.14,2056.19,1420.81,1474.54,1132.39
KONE B,FI0009013403,417.09,602.7,685.98,817.36,1069.93,2158.94,2853.32,4707.13,7261.41,7955.38,5612.88,10315.24,14760.99,15744.52,24487.57,26483.46,29558.53,29910.37,29214.42,38409.34,36983.63,49105.62,62231.84,54601.04,45414.94,43881.02
YIT,FI0009800643,124.14,172.11,208.85,214.79,347.42,797.09,1074.14,2089.1,2410.32,1790.57,654.96,2333.46,3021.7,2309.46,2613.3,1756.41,986.14,989.81,1251.11,1540.49,1125.87,1405.78,1230.17,1108.14,650.96,503.79
ICADE REIT,FR0000035081,389.88,379.85,386.57,470.89,604.58,757.42,910.78,1698.01,2525.97,2332.38,1588.13,2154.65,2601.54,2065.94,2255.52,2538.96,2662.23,2178.25,2323.07,3527.49,3016.4,4261.44,2896.03,2769.45,2218.92,1697.86
NEXANS,FR0000044448,,,,60.06,66.92,152.15,174.96,267.4,550.44,404.86,263.05,340.72,382.49,290.13,240.36,264.75,178.87,210.85,315.97,322.09,165.86,291.31,451.73,501.16,601.83,542.81
CREDIT AGRICOLE,FR0000045072,,,,92.71,96.09,168.22,210.69,248.61,326.23,213.13,109.41,128.96,152.21,71.44,94.35,144.29,131.54,104.32,144.12,215.86,141.28,198.49,164.17,224.27,188.12,242.8
MAUREL ET PROM,FR0000051070,76.94,61.93,44.17,77.72,104.56,268.91,1017.38,1083.02,1088.3,892.99,565.99,985.33,1189.65,1269.27,1421.49,1262.02,729.74,239.55,353.38,348.83,290.71,227.32,168.95,248.19,308.88,482.48
ATOS,FR0000051732,196.76,264.51,160.51,122.73,45.6,120.53,109.76,122.77,99.4,82.7,46.47,75.5,99.14,93.93,131.02,165.06,138.49,136.35,198.74,283.66,168.11,225.93,200.65,95.28,33.94,7.35
HERMES INTL.,FR0000052292,585.66,967.81,980.67,1055.81,1010.3,1423.22,1431.62,1882.76,2769.89,2344.02,2401.53,3051.51,4853.31,8565.25,8077.08,8188.39,8394.57,9054.33,11215.41,13983.29,15820.81,20569.45,29418.42,39973.4,50342.77,60634.36
M6-METROPOLE TV,FR0000053225,383.93,1369.28,900.78,571.49,533.76,892.08,794.43,931.52,1074.69,711.07,543.66,905.15,1021.65,762.01,805.79,1182.69,1092.24,964.25,1231.92,1758.93,1044.59,1203.52,1324.46,1592.52,1304.44,1192.25
UBISOFT ENTERTAINMENT CAT A,FR0000054470,277.66,568.15,438.73,302.27,145.61,224.41,439.42,421.97,870.95,1929.66,688.9,576.26,528.67,350.6,438.55,642.81,876.06,1117.74,1444.06,3590.35,3592.36,3476.97,4413.56,2510.49,968.55,906.31
TF1 (TV.FSE.1),FR0000054900,726.31,2357.8,2091.2,967.25,1078.41,1651.44,1572.96,1545.61,1684.2,1253.68,643.76,968.75,1245.71,745.14,823.73,1390.74,1270.13,924.65,976.74,1355.78,718.61,757.95,881.59,1017.68,895.77,989.09
COVIVIO,FR0000064578,490.62,528.39,510.54,545.97,764.68,1728.25,2833.9,4797.07,8536.11,5382.13,2877.52,5141.25,5908.86,4139.4,5359.66,5816.53,7801.85,6455.07,6718.51,9257.99,9243.73,11251.17,8549.74,8794.78,7839.82,5633.17
SAFRAN,FR0000073272,7385.14,27602.42,13271.64,6201.92,7333.01,14779.18,13142.21,17377.85,16053.29,10626.83,9085.4,13889.37,25584.01,24243.13,35206.51,58762.25,56336.3,50740.4,58078.56,92573.97,113143.97,147225.66,120585.77,110389.92,124733.72,171771.51
JCDECAUX,FR0000077919,,,,60.07,66.11,112.49,155.92,149.08,185.55,182.55,102.38,154.63,206.29,170.97,184.54,290.26,250.15,267.37,222.5,298.28,222.65,196.27,156.94,208.5,174.87,148.55
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,FR0000120073,7985.35,7993.54,7989.89,8347.58,8683.65,12453.22,14266.15,17144.37,22513.5,25466.52,17301.39,23710.08,31774.8,33199.4,35176.25,39037.57,42595.81,36331.81,38640.06,51399.52,49669.19,69293.64,78536.77,81956.07,84495.97,102260.5
CARREFOUR,FR0000120172,12528.63,18010.94,13661.65,10709.54,8973.56,12347.81,12902.24,11578.22,15581.59,17229.79,9614.54,12820.6,13809.77,8239.59,9858.9,13203.09,11833.17,10487.24,9342.35,9141.73,8272.77,7284.2,7569.12,8662.29,8159.78,7783.74
CNP ASSURANCES DEAD - DELIST.20/06/22,FR0000120222,120.5,141.64,163.25,145.63,201.69,321.11,394.51,512.8,726.91,708.47,469.67,579.49,662.43,443.29,522.3,701.03,675.2,507.09,779.94,1095.55,1026.26,868.54,768.56,1301.16,,
TOTALENERGIES,FR0000120271,11944.72,15004.42,17036.33,16773.74,15689.36,23174.76,30136.03,37641.46,41028.27,42775.47,34889.02,37499.08,42746.93,41746.47,41990.24,50930.81,49366.51,41892.86,50949.1,59348.83,61865.64,59288.95,54677.63,81117.32,91271.27,97953.55
L'OREAL,FR0000120321,12218.06,12722.92,14041.75,12313.9,12192.24,15880.3,14413.59,15419.03,20942.7,23696.04,14536.88,21156.62,26049.9,23993.76,32581.66,38520.17,41787.42,40547.65,44384.48,53217.48,61624.44,75717.15,95001.24,111180.53,106884.53,130846.98
ACCOR,FR0000120404,647.28,590.26,710.44,556.96,531.79,804.28,843.61,1207.18,1794.46,1473.22,984.55,1106.82,1621.68,1179.31,1458.34,1921.05,2041.75,1507.32,1708.1,2333.29,1908.28,1873.44,1718.21,1641.51,1471.05,1851.03
BOUYGUES,FR0000120503,23261.97,71575.09,43769.25,25897.45,22250.55,36175.36,49051.62,64934.83,84769.64,87104.99,49158.0,64442.2,66114.9,49387.98,43346.35,67520.47,65576.37,71761.31,71509.47,107010.78,75016.01,92860.31,97032.74,90203.0,85940.46,100565.03
QUADIENT,FR0000120560,,241.82,151.4,220.27,199.34,358.29,574.15,728.21,997.71,773.93,733.73,719.63,897.45,767.46,672.54,1036.42,690.33,335.95,496.2,473.74,430.72,452.41,413.28,362.0,334.5,429.54
SANOFI,FR0000120578,2610.08,2389.24,3660.33,3988.21,3125.46,4898.14,5066.16,6249.18,6256.85,5505.19,4349.92,5657.86,5786.86,6590.72,8225.04,9180.93,9525.83,8145.96,8614.29,8992.96,9761.08,12278.79,11924.87,13706.23,12478.02,13042.82
AXA,FR0000120628,14484.37,14288.26,14850.41,8039.8,5493.39,11302.85,12370.27,17592.18,23868.4,18354.17,10210.27,12449.15,14220.67,11590.09,12898.6,20549.35,19221.55,19184.46,21383.0,29668.94,22719.75,28417.71,25079.3,36926.29,37426.62,42832.71
DANONE,FR0000120644,4937.02,3756.99,4991.11,4134.74,4624.55,6804.17,7331.74,8616.53,12788.07,12760.15,8687.08,10286.67,11814.3,12815.24,13669.51,14081.55,14322.72,14866.22,14274.34,19101.04,17410.2,19704.45,16246.66,16634.37,14614.23,18556.28
PERNOD-RICARD,FR0000120693,4196.72,3829.52,5161.89,5917.81,7129.09,12231.62,14111.55,19050.13,25898.88,25675.63,16005.24,22207.99,28577.94,30644.8,38225.39,35405.39,38778.33,37048.11,39011.3,52212.58,58809.74,62454.56,70545.1,79440.97,75287.85,64316.39
IMERYS,FR0000120859,2310.44,2626.08,2235.01,2113.36,2503.86,5076.86,7952.49,8282.82,9845.06,7810.9,4824.77,6346.93,8367.97,7199.6,8661.01,11357.98,10326.21,8682.75,11444.24,15097.79,7956.32,7352.78,8393.55,8150.96,7846.29,6893.01
BIC,FR0000120966,3087.65,2179.41,2093.63,1648.9,1754.1,2482.97,3244.51,3871.95,4294.86,3938.77,3527.46,4889.17,6074.37,7047.46,10198.07,9522.95,11899.95,13565.93,11689.79,9694.01,9564.76,7023.34,6093.08,6126.84,8247.65,8065.32
LVMH,FR0000121014,3891.92,7693.86,5793.18,3597.84,4027.68,7050.68,6994.95,9004.2,10869.07,10447.51,6882.78,11241.2,17688.03,18970.86,20476.17,21877.29,23537.05,23580.16,27935.75,43504.87,47410.36,68000.4,96260.32,125458.01,134595.95,133586.21
EURAZEO,FR0000121121,7726.25,7533.28,10503.24,7694.67,8780.15,12895.42,16062.86,22553.86,33246.71,25362.81,8328.66,18632.92,21799.87,14688.14,18123.19,27196.69,28250.47,24742.8,28505.95,50015.76,38398.36,41117.12,41305.93,46024.86,40846.55,51699.61
WENDEL,FR0000121204,481.76,502.73,509.91,329.68,284.95,602.85,1011.13,1487.13,2123.87,1371.83,579.08,765.34,1571.59,1234.34,1687.12,2260.0,1915.81,1613.04,2006.56,3027.71,2134.18,2461.63,2268.77,2072.16,2149.2,1911.47
SODEXO,FR0000121220,3109.92,2531.94,3262.6,2890.33,1847.04,2358.13,2548.59,3626.57,6030.83,4522.54,4939.42,4918.97,6578.36,7500.92,9122.49,10500.4,10528.92,10592.2,12087.77,13966.52,12608.66,12976.0,11156.4,11585.04,11946.43,14597.25
THALES,FR0000121329,22885.33,29572.2,24733.64,20941.68,17168.17,24364.84,30419.77,32643.48,38304.96,40063.66,33485.32,34235.12,29873.46,29487.43,29935.65,56938.61,49183.47,63807.42,87630.12,100533.72,107551.61,103803.09,91250.68,90758.61,127983.31,153303.64
KERING,FR0000121485,10001.04,11347.45,11969.11,5613.14,4291.19,6283.24,6624.97,7527.8,10145.73,9171.17,4300.15,8764.8,12408.37,13611.87,17877.19,17859.29,18875.52,16100.89,22618.02,46337.42,53100.55,67135.62,72437.0,82637.08,69903.25,49277.4
ESSILORLUXOTTICA,FR0000121667,12669.61,8621.6,9857.55,10432.35,11947.36,20297.69,24743.45,31202.46,41440.17,39160.88,28103.33,42294.75,51869.33,58169.67,76936.68,82445.04,87615.04,97516.56,94542.42,111094.65,104105.59,128856.98,134014.08,173445.41,164126.71,179957.99
KLEPIERRE REIT,FR0000121964,305.86,296.22,319.66,334.5,465.37,678.54,1036.71,1176.15,2363.52,1786.31,887.5,1553.86,1616.23,1397.15,1901.02,2265.86,2671.89,2379.08,2242.32,2584.48,2263.97,2245.3,1710.72,2089.64,2253.83,2430.85
SCHNEIDER ELECTRIC,FR0000121972,4126.4,4832.31,4543.17,3228.77,3278.74,5087.31,6026.89,8164.18,10215.91,8989.09,6374.47,9465.42,14799.99,12866.91,15226.43,17937.07,17162.53,12981.63,17064.55,21437.0,17921.92,27193.03,40083.35,45983.68,44896.68,58877.76
VEOLIA ENVIRON,FR0000124141,,,126.27,104.71,74.31,97.52,125.21,180.82,257.85,295.7,91.64,131.24,137.89,58.85,63.42,85.35,102.42,137.28,99.02,149.85,138.89,202.36,192.23,272.68,231.82,259.55
SAINT GOBAIN,FR0000125007,434.98,425.12,493.47,459.64,367.03,713.31,892.4,964.23,1405.71,1110.37,660.44,800.18,1117.53,913.98,813.3,1159.59,949.4,884.81,1116.09,1290.41,869.59,979.93,1298.08,1767.61,1540.25,1997.75
